Rank,Movie,"Release
Date",Year,Distributor,Genre,1996 Gross,Tickets Sold
45,Justin Bieber: Never Say N…,2/11/2011,2011,Paramount Pictures,Concert/Perfor…,"$73,013,910","9,207,303"
46,Dolphin Tale,9/23/2011,2011,Warner Bros.,Drama,"$72,015,969","9,081,459"
47,Jack and Jill,11/11/2011,2011,Sony Pictures,Comedy,"$71,697,648","9,041,317"
48,No Strings Attached,1/21/2011,2011,Paramount Pictures,Romantic Comedy,"$70,662,220","8,910,747"
49,Mr. Popper's Penguins,6/17/2011,2011,20th Century Fox,Comedy,"$68,224,452","8,603,336"
50,Unknown,2/18/2011,2011,Warner Bros.,Thriller/Suspense,"$63,686,397","8,031,072"
51,The Adjustment Bureau,3/4/2011,2011,Universal,Thriller/Suspense,"$62,495,645","7,880,914"
52,Happy Feet Two,11/18/2011,2011,Warner Bros.,Musical,"$60,965,866","7,688,003"
53,Black Swan,12/3/2010,2011,Fox Searchlight,Thriller/Suspense,"$59,146,887","7,458,624"
54,Water for Elephants,4/22/2011,2011,20th Century Fox,Drama,"$58,709,717","7,403,495"
55,The Lincoln Lawyer,3/18/2011,2011,Lionsgate,Thriller/Suspense,"$58,009,200","7,315,157"
56,Midnight in Paris,5/20/2011,2011,Sony Pictures Cla…,Romantic Comedy,"$56,377,732","7,109,423"
57,Friends with Benefits,7/22/2011,2011,Sony Pictures,Romantic Comedy,"$55,802,754","7,036,917"
58,The Girl with the Dragon Ta…,12/20/2011,2011,Sony Pictures,Thriller/Suspense,"$55,584,881","7,009,442"
59,I am Number Four,2/18/2011,2011,Walt Disney,Adventure,"$55,100,437","6,948,352"
60,Source Code,4/1/2011,2011,Summit Entertainment,Thriller/Suspense,"$54,712,227","6,899,398"
61,Insidious,4/1/2011,2011,FilmDistrict,Horror,"$54,009,150","6,810,737"
62,Madea's Big Happy Family,4/22/2011,2011,Lionsgate,Comedy,"$53,345,287","6,727,022"
63,Diary of a Wimpy Kid: Rodri…,3/25/2011,2011,20th Century Fox,Adventure,"$52,698,535","6,645,465"
64,Footloose,10/14/2011,2011,Paramount Pictures,Drama,"$51,670,512","6,515,827"
65,The Adventures of Tintin,12/21/2011,2011,Paramount Pictures,Adventure,"$51,400,450","6,481,772"
66,Hugo,11/23/2011,2011,Paramount Pictures,Adventure,"$50,313,495","6,344,703"
67,The Dilemma,1/14/2011,2011,Universal,Comedy,"$48,475,290","6,112,899"
68,New Year’s Eve,12/9/2011,2011,Warner Bros.,Romantic Comedy,"$47,257,823","5,959,372"
69,The Fighter,12/10/2010,2011,Paramount Pictures,Drama,"$47,228,156","5,955,631"
70,Little Fockers,12/22/2010,2011,Universal,Comedy,"$45,862,410","5,783,406"
71,Arthur Christmas,11/23/2011,2011,Sony Pictures,Adventure,"$45,820,235","5,778,087"
72,Hall Pass,2/25/2011,2011,Warner Bros.,Comedy,"$45,060,734","5,682,312"
73,We Bought a Zoo,12/23/2011,2011,20th Century Fox,Drama,"$44,490,999","5,610,466"
74,Soul Surfer,4/8/2011,2011,Sony Pictures,Drama,"$43,853,424","5,530,066"
75,Final Destination 5,8/12/2011,2011,Warner Bros.,Horror,"$42,587,643","5,370,447"
76,The Ides of March,10/7/2011,2011,Sony Pictures,Drama,"$40,825,612","5,148,248"
77,Tron: Legacy,12/17/2010,2011,Walt Disney,Adventure,"$40,757,919","5,139,712"
78,War Horse,12/25/2011,2011,Walt Disney,Drama,"$40,451,772","5,101,106"
79,The Descendants,11/16/2011,2011,Fox Searchlight,Drama,"$40,315,665","5,083,943"
80,Hanna,4/8/2011,2011,Focus Features,Thriller/Suspense,"$40,259,119","5,076,811"
81,Something Borrowed,5/6/2011,2011,Warner Bros.,Romantic Comedy,"$39,046,489","4,923,895"
82,Spy Kids: All the Time in t…,8/19/2011,2011,Weinstein/Dimension,Adventure,"$38,536,376","4,859,568"
83,Scream 4,4/15/2011,2011,Weinstein/Dimension,Horror,"$38,180,928","4,814,745"
84,"Big Mommas: Like Father, Li…",2/18/2011,2011,20th Century Fox,Comedy,"$37,915,414","4,781,263"
85,Red Riding Hood,3/11/2011,2011,Warner Bros.,Thriller/Suspense,"$37,662,162","4,749,327"
86,Paul,3/18/2011,2011,Universal,Comedy,"$37,412,945","4,717,900"
87,The Roommate,2/4/2011,2011,Sony Pictures,Thriller/Suspense,"$37,300,107","4,703,670"
88,Jumping the Broom,5/6/2011,2011,Sony Pictures,Romantic Comedy,"$37,295,394","4,703,076"
89,The Change-Up,8/5/2011,2011,Universal,Comedy,"$37,243,418","4,696,522"
90,In Time,10/28/2011,2011,20th Century Fox,Thriller/Suspense,"$37,076,415","4,675,462"
91,30 Minutes or Less,8/12/2011,2011,Sony Pictures,Black Comedy,"$37,053,924","4,672,625"
92,Colombiana,8/26/2011,2011,Sony Pictures,Thriller/Suspense,"$36,665,854","4,623,689"
93,J. Edgar,11/9/2011,2011,Warner Bros.,Drama,"$36,650,831","4,621,795"
94,Sucker Punch,3/25/2011,2011,Warner Bros.,Action,"$36,392,502","4,589,218"
95,Larry Crowne,7/1/2011,2011,Universal,Romantic Comedy,"$35,608,245","4,490,321"
96,50/50,9/30/2011,2011,Summit Entertainment,Black Comedy,"$35,016,118","4,415,651"
97,A Very Harold & Kumar 3D Ch…,11/4/2011,2011,Warner Bros.,Comedy,"$34,928,545","4,404,608"
98,Drive,9/16/2011,2011,FilmDistrict,Action,"$34,833,047","4,392,565"
99,Yogi Bear,12/17/2010,2011,Warner Bros.,Adventure,"$34,490,675","4,349,392"
100,Courageous,9/30/2011,2011,Sony Pictures,Drama,"$34,035,920","4,292,045"
101,The Rite,1/28/2011,2011,Warner Bros.,Horror,"$33,047,633","4,167,419"
102,Arthur,4/8/2011,2011,Warner Bros.,Romantic Comedy,"$33,035,397","4,165,876"
103,Tangled,11/24/2010,2011,Walt Disney,Adventure,"$32,999,950","4,161,406"
104,The Debt,8/31/2011,2011,Focus Features,Thriller/Suspense,"$31,177,548","3,931,594"
105,Priest,5/13/2011,2011,Sony Pictures,Horror,"$29,136,626","3,674,227"
106,The Mechanic,1/28/2011,2011,CBS Films,Action,"$29,121,498","3,672,320"
107,Abduction,9/23/2011,2011,Lionsgate,Thriller/Suspense,"$28,087,155","3,541,885"
108,Beastly,3/4/2011,2011,CBS Films,Drama,"$27,865,571","3,513,943"
109,The Sitter,12/9/2011,2011,20th Century Fox,Black Comedy,"$26,816,340","3,381,632"
110,Winnie the Pooh,7/15/2011,2011,Walt Disney,Adventure,"$26,692,846","3,366,058"
111,Killer Elite,9/23/2011,2011,Open Road,Action,"$25,124,986","3,168,346"
112,Season of the Witch,1/7/2011,2011,Relativity,Action,"$24,827,228","3,130,797"
113,Our Idiot Brother,8/26/2011,2011,Weinstein Co.,Comedy,"$24,814,830","3,129,234"
114,Don't Be Afraid of the Dark,8/26/2011,2011,FilmDistrict,Horror,"$24,046,682","3,032,368"
115,Sanctum,2/4/2011,2011,Universal,Action,"$23,209,310","2,926,773"
116,Monte Carlo,7/1/2011,2011,20th Century Fox,Romantic Comedy,"$23,186,769","2,923,931"
117,Your Highness,4/8/2011,2011,Universal,Comedy,"$21,596,445","2,723,385"
118,Mars Needs Moms,3/11/2011,2011,Walt Disney,Adventure,"$21,392,758","2,697,699"
119,Dream House,9/30/2011,2011,Universal,Horror,"$21,302,340","2,686,298"
120,Conan the Barbarian,8/19/2011,2011,Lionsgate,Action,"$21,295,021","2,685,374"
121,The Three Musketeers,10/21/2011,2011,Summit Entertainment,Adventure,"$20,377,913","2,569,724"
122,Country Strong,12/22/2010,2011,Sony Pictures,Drama,"$20,099,179","2,534,574"
123,The Eagle,2/11/2011,2011,Focus Features,Action,"$19,490,041","2,457,760"
124,Shark Night 3D,9/2/2011,2011,Relativity,Horror,"$18,877,153","2,380,473"
125,Fright Night,8/19/2011,2011,Walt Disney,Horror,"$18,298,649","2,307,521"
126,Apollo 18,9/2/2011,2011,Weinstein Co.,Thriller/Suspense,"$17,686,929","2,230,381"
127,The Chronicles of Narnia: T…,12/10/2010,2011,20th Century Fox,Adventure,"$17,460,553","2,201,835"
128,The Thing,10/14/2011,2011,Universal,Horror,"$16,999,934","2,143,750"
129,African Cats,4/22/2011,2011,Walt Disney,Documentary,"$15,428,747","1,945,617"
130,Gulliver's Travels,12/25/2010,2011,20th Century Fox,Adventure,"$15,324,755","1,932,504"
131,Born to be Wild 3D,4/8/2011,2011,Warner Bros.,Documentary,"$15,183,665","1,914,712"
132,Judy Moody and the Not Bumm…,6/10/2011,2011,Relativity,Adventure,"$15,013,650","1,893,272"
133,What's Your Number?,9/30/2011,2011,20th Century Fox,Romantic Comedy,"$14,011,084","1,766,845"
134,One Day,8/19/2011,2011,Focus Features,Drama,"$13,843,771","1,745,746"
135,Warrior,9/9/2011,2011,Lionsgate,Drama,"$13,657,115","1,722,208"
136,The Tree of Life,5/27/2011,2011,Fox Searchlight,Drama,"$13,305,665","1,677,890"
137,The Darkest Hour,12/25/2011,2011,Summit Entertainment,Action,"$13,137,963","1,656,741"
138,The Rum Diary,10/28/2011,2011,FilmDistrict,Drama,"$13,109,815","1,653,192"
139,The Tourist,12/10/2010,2011,Sony Pictures,Thriller/Suspense,"$12,997,966","1,639,087"
140,Young Adult,12/9/2011,2011,Paramount Pictures,Comedy,"$12,669,252","1,597,636"
141,Harry Potter and the Deathl…,11/19/2010,2011,Warner Bros.,Adventure,"$12,450,090","1,569,999"
142,Glee: The 3D Concert Movie,8/10/2011,2011,20th Century Fox,Concert/Perfor…,"$11,862,398","1,495,889"
143,The Conspirator,4/15/2011,2011,Roadside Attractions,Drama,"$11,538,204","1,455,006"
144,Jane Eyre,3/11/2011,2011,Focus Features,Drama,"$11,242,660","1,417,737"
145,Drive Angry,2/25/2011,2011,Summit Entertainment,Action,"$10,721,033","1,351,958"
146,Straw Dogs,9/16/2011,2011,Sony Pictures,Thriller/Suspense,"$10,324,441","1,301,947"
147,Win Win,3/18/2011,2011,Fox Searchlight,Drama,"$10,179,275","1,283,641"
148,Hoodwinked Too: Hood vs. Evil,4/29/2011,2011,Weinstein Co.,Adventure,"$10,143,779","1,279,165"
149,Prom,4/29/2011,2011,Walt Disney,Comedy,"$10,130,219","1,277,455"
150,Hubble 3D,3/19/2010,2011,Warner Bros.,Documentary,"$9,936,258","1,252,996"
151,I Don't Know How She Does It,9/16/2011,2011,Weinstein Co.,Comedy,"$9,659,074","1,218,042"
152,Blue Valentine,12/29/2010,2011,Weinstein Co.,Drama,"$9,446,285","1,191,208"
153,My Week with Marilyn,11/23/2011,2011,Weinstein Co.,Drama,"$8,935,721","1,126,824"
154,Johnny English Reborn,10/21/2011,2011,Universal,Comedy,"$8,406,711","1,060,115"
155,127 Hours,11/5/2010,2011,Fox Searchlight,Drama,"$7,900,795","996,317"
156,Kevin Hart: Laugh at My Pain,9/9/2011,2011,Codeblack Enterta…,Concert/Perfor…,"$7,706,436","971,807"
157,Sarah's Key,7/22/2011,2011,Weinstein Co.,Drama,"$7,691,700","969,949"
158,Barney's Version,12/17/2010,2011,Sony Pictures Cla…,Drama,"$7,502,560","946,098"
159,The Big Year,10/14/2011,2011,20th Century Fox,Comedy,"$7,204,138","908,466"
160,Take Me Home Tonight,3/4/2011,2011,Relativity,Comedy,"$6,928,068","873,652"
161,Cedar Rapids,2/11/2011,2011,Fox Searchlight,Comedy,"$6,861,102","865,208"
162,Incendies,9/17/2010,2011,,Drama,"$6,857,096","864,703"
163,Beginners,6/3/2011,2011,Focus Features,Drama,"$5,790,894","730,251"
164,The Guard,7/29/2011,2011,Sony Pictures Cla…,Comedy,"$5,336,144","672,905"
165,Cave of Forgotten Dreams,4/29/2011,2011,IFC Films,Documentary,"$5,304,920","668,968"
166,Margin Call,10/21/2011,2011,Roadside Attractions,Drama,"$5,246,366","661,584"
167,How Do You Know?,12/17/2010,2011,Sony Pictures,Romantic Comedy,"$5,171,726","652,172"
168,Biutiful,1/28/2011,2011,Roadside Attractions,Drama,"$5,101,237","643,283"
169,The Artist,11/25/2011,2011,Weinstein Co.,Drama,"$5,044,344","636,108"
170,Under the Sea 3D,2/13/2009,2011,Warner Bros.,Documentary,"$4,948,586","624,034"
171,Atlas Shrugged: Part 1,4/15/2011,2011,Rocky Mountain Pi…,Drama,"$4,752,353","599,287"
172,Sea Rex 3D,5/28/2010,2011,3D Entertainment,Documentary,"$4,465,060","563,059"
173,Anonymous,10/28/2011,2011,Sony Pictures,Drama,"$4,463,292","562,836"
174,The Company Men,1/21/2011,2011,Weinstein Co.,Drama,"$4,444,612","560,480"
175,Seven Days in Utopia,9/2/2011,2011,Visio Entertainment,Drama,"$4,367,448","550,750"
176,MegaMind,11/5/2010,2011,Paramount Pictures,Adventure,"$4,223,825","532,639"
177,The Way,10/7/2011,2011,Producers Distrib…,Drama,"$4,170,058","525,858"
178,Buck,6/17/2011,2011,IFC Films,Documentary,"$4,036,175","508,975"
179,Tinker Tailor Soldier Spy,12/9/2011,2011,Focus Features,Thriller/Suspense,"$3,955,762","498,835"
180,Of Gods and Men,2/25/2011,2011,Sony Pictures Cla…,Drama,"$3,954,651","498,694"
181,The Social Network,10/1/2010,2011,Sony Pictures,Drama,"$3,740,668","471,710"
182,Starbuck,7/29/2011,2011,Entertainment One,Comedy,"$3,450,087","435,067"
183,Like Crazy,10/28/2011,2011,Paramount Pictures,Drama,"$3,372,100","425,233"
184,Le sens de l’humour,7/6/2011,2011,Alliance Atlantis,Comedy,"$3,179,193","400,907"
185,Don 2,12/22/2011,2011,Reliance Big Pict…,Action,"$3,174,426","400,305"
186,Zindagi Na Milegi Dobara,7/15/2011,2011,Eros Entertainment,Comedy,"$3,103,656","391,381"
187,The Skin I Live In,10/14/2011,2011,Sony Pictures Cla…,Thriller/Suspense,"$3,042,108","383,620"
188,Another Year,12/29/2010,2011,Sony Pictures Cla…,Drama,"$3,041,052","383,487"
189,From Prada to Nada,1/28/2011,2011,Lionsgate,Romantic Comedy,"$3,033,623","382,550"
190,Martha Marcy May Marlene,10/21/2011,2011,Fox Searchlight,Thriller/Suspense,"$2,913,443","367,395"
191,The Way Back,12/29/2010,2011,Newmarket Films,Adventure,"$2,719,296","342,912"
192,Everything Must Go,5/13/2011,2011,Roadside Attractions,Drama,"$2,712,131","342,008"
193,Bucky Larson: Born to Be a …,9/9/2011,2011,Sony Pictures,Comedy,"$2,529,395","318,965"
194,Melancholia,11/11/2011,2011,Magnolia Pictures,Thriller/Suspense,"$2,517,506","317,466"
195,Ra. One,10/26/2011,2011,Eros Entertainment,Action,"$2,509,150","316,412"
196,The Grace Card,2/25/2011,2011,Samuel Goldwyn Films,Drama,"$2,430,735","306,523"
197,Space Station,4/19/2002,2011,IMAX Films,Documentary,"$2,167,258","273,298"
198,George Balanchine's The Nut…,12/13/2011,2011,NCM Fathom,Concert/Perfor…,"$2,119,994","267,338"
199,The Illusionist,12/25/2010,2011,Sony Pictures Cla…,Adventure,"$2,107,998","265,825"
200,Unstoppable,11/12/2010,2011,20th Century Fox,Action,"$2,094,456","264,118"
1,The Avengers,5/4/2012,2012,Walt Disney,Action,"$623,357,910","78,311,295"
2,The Dark Knight Rises,7/20/2012,2012,Warner Bros.,Action,"$448,139,099","56,298,881"
3,The Hunger Games,3/23/2012,2012,Lionsgate,Action,"$408,010,692","51,257,624"
4,Skyfall,11/9/2012,2012,Sony Pictures,Action,"$296,804,366","37,286,980"
5,The Twilight Saga: Breaking…,11/16/2012,2012,Lionsgate,Drama,"$289,133,356","36,323,285"
6,The Hobbit: An Unexpected J…,12/14/2012,2012,Warner Bros.,Adventure,"$263,834,893","33,145,087"
7,The Amazing Spider-Man,7/3/2012,2012,Sony Pictures,Adventure,"$262,030,663","32,918,425"
8,Brave,6/22/2012,2012,Walt Disney,Adventure,"$237,277,071","29,808,677"
9,Ted,6/29/2012,2012,Universal,Comedy,"$218,665,740","27,470,570"
10,Madagascar 3: Europe's Most…,6/8/2012,2012,Paramount Pictures,Adventure,"$216,391,482","27,184,859"
11,Dr. Seuss' The Lorax,3/2/2012,2012,Universal,Adventure,"$214,030,500","26,888,253"
12,Men in Black 3,5/25/2012,2012,Sony Pictures,Action,"$179,020,854","22,490,057"
13,Wreck-It Ralph,11/2/2012,2012,Walt Disney,Adventure,"$178,501,640","22,424,829"
14,Ice Age: Continental Drift,7/13/2012,2012,20th Century Fox,Adventure,"$161,204,082","20,251,769"
15,Snow White and the Huntsman,6/1/2012,2012,Universal,Adventure,"$155,136,755","19,489,542"
16,Hotel Transylvania,9/28/2012,2012,Sony Pictures,Adventure,"$146,172,361","18,363,361"
17,Lincoln,11/9/2012,2012,Walt Disney,Drama,"$144,089,046","18,101,638"
18,Taken 2,10/5/2012,2012,20th Century Fox,Thriller/Suspense,"$139,284,764","17,498,085"
19,21 Jump Street,3/16/2012,2012,Sony Pictures,Comedy,"$138,447,667","17,392,922"
20,Prometheus,6/8/2012,2012,20th Century Fox,Thriller/Suspense,"$126,477,084","15,889,080"
21,Safe House,2/10/2012,2012,Universal,Thriller/Suspense,"$126,181,630","15,851,963"
22,The Vow,2/10/2012,2012,Sony Pictures,Drama,"$125,014,030","15,705,280"
23,Magic Mike,6/29/2012,2012,Warner Bros.,Comedy,"$113,721,571","14,286,629"
24,The Bourne Legacy,8/10/2012,2012,Universal,Thriller/Suspense,"$113,203,870","14,221,591"
25,Argo,10/12/2012,2012,Warner Bros.,Thriller/Suspense,"$110,106,919","13,832,527"
26,Django Unchained,12/25/2012,2012,Weinstein Co.,Western,"$106,280,122","13,351,774"
27,Journey 2: The Mysterious I…,2/10/2012,2012,Warner Bros.,Adventure,"$103,860,290","13,047,775"
28,Les Misérables,12/25/2012,2012,Universal,Musical,"$103,503,040","13,002,894"
29,Rise of the Guardians,11/21/2012,2012,Paramount Pictures,Adventure,"$97,227,667","12,214,531"
30,Flight,11/2/2012,2012,Paramount Pictures,Drama,"$92,488,366","11,619,141"
31,Think Like a Man,4/20/2012,2012,Sony Pictures,Romantic Comedy,"$91,547,205","11,500,905"
32,Life of Pi,11/21/2012,2012,20th Century Fox,Drama,"$91,039,488","11,437,121"
33,The Campaign,8/10/2012,2012,Warner Bros.,Comedy,"$86,907,746","10,918,058"
34,The Expendables 2,8/17/2012,2012,Lionsgate,Action,"$85,028,192","10,681,933"
35,Wrath of the Titans,3/30/2012,2012,Warner Bros.,Adventure,"$83,670,083","10,511,316"
36,Dark Shadows,5/11/2012,2012,Warner Bros.,Black Comedy,"$79,727,149","10,015,973"
37,John Carter,3/9/2012,2012,Walt Disney,Adventure,"$73,058,679","9,178,226"
38,Act of Valor,2/24/2012,2012,Relativity,Action,"$70,012,847","8,795,583"
39,Mission: Impossible—Ghost P…,12/21/2011,2012,Paramount Pictures,Action,"$68,211,257","8,569,253"
40,Contraband,1/13/2012,2012,Universal,Action,"$66,528,000","8,357,788"
41,Looper,9/28/2012,2012,Sony Pictures,Action,"$66,486,205","8,352,538"
42,Tyler Perry's Madea's Witne…,6/29/2012,2012,Lionsgate,Comedy,"$65,653,242","8,247,894"
43,Battleship,5/18/2012,2012,Universal,Action,"$65,233,400","8,195,150"
44,Mirror Mirror,3/30/2012,2012,Relativity,Adventure,"$64,935,167","8,157,684"
45,Jack Reacher,12/21/2012,2012,Paramount Pictures,Thriller/Suspense,"$64,697,214","8,127,790"
46,Pitch Perfect,10/5/2012,2012,Universal,Comedy,"$64,655,858","8,122,595"
47,Chronicle,2/3/2012,2012,20th Century Fox,Thriller/Suspense,"$64,575,175","8,112,459"
48,Hope Springs,8/8/2012,2012,Sony Pictures,Romantic Comedy,"$63,536,011","7,981,910"
49,Underworld: Awakening,1/20/2012,2012,Sony Pictures,Action,"$62,321,039","7,829,276"
50,The Lucky One,4/20/2012,2012,Warner Bros.,Drama,"$60,457,138","7,595,117"
51,The Dictator,5/16/2012,2012,Paramount Pictures,Comedy,"$59,650,222","7,493,746"
52,Total Recall,8/3/2012,2012,Sony Pictures,Action,"$58,877,969","7,396,729"
53,Titanic,12/19/1997,2012,Paramount Pictures,Drama,"$57,885,250","7,272,016"
54,American Reunion,4/6/2012,2012,Universal,Comedy,"$56,758,835","7,130,506"
55,ParaNorman,8/17/2012,2012,Focus Features,Adventure,"$56,003,051","7,035,559"
56,This Means War,2/17/2012,2012,20th Century Fox,Romantic Comedy,"$54,760,791","6,879,496"
57,Project X,3/2/2012,2012,Warner Bros.,Comedy,"$54,731,865","6,875,862"
58,The Woman in Black,2/3/2012,2012,CBS Films,Horror,"$54,333,290","6,825,790"
59,This is 40,12/21/2012,2012,Universal,Comedy,"$54,255,195","6,815,979"
60,Paranormal Activity 4,10/19/2012,2012,Paramount Pictures,Horror,"$53,900,335","6,771,398"
61,The Devil Inside,1/6/2012,2012,Paramount Pictures,Horror,"$53,262,945","6,691,324"
62,Parental Guidance,12/25/2012,2012,20th Century Fox,Comedy,"$52,339,698","6,575,338"
63,The Odd Life of Timothy Green,8/15/2012,2012,Walt Disney,Drama,"$51,844,311","6,513,104"
64,Ghost Rider: Spirit of Veng…,2/17/2012,2012,Sony Pictures,Action,"$51,774,002","6,504,271"
65,The Grey,1/27/2012,2012,Open Road,Thriller/Suspense,"$51,580,136","6,479,916"
66,Sherlock Holmes: A Game of …,12/16/2011,2012,Warner Bros.,Action,"$49,938,199","6,273,643"
67,Red Tails,1/20/2012,2012,20th Century Fox,Action,"$49,876,377","6,265,876"
68,The Possession,8/31/2012,2012,Lionsgate,Horror,"$49,130,588","6,172,184"
69,Diary of a Wimpy Kid: Dog Days,8/3/2012,2012,20th Century Fox,Comedy,"$49,008,662","6,156,867"
70,Sinister,10/12/2012,2012,Lionsgate,Horror,"$48,086,903","6,041,068"
71,Beauty and the Beast,6/21/2002,2012,Walt Disney,Musical,"$47,611,331","5,981,322"
72,Savages,7/6/2012,2012,Universal,Thriller/Suspense,"$47,323,100","5,945,113"
73,The Girl with the Dragon Ta…,12/20/2011,2012,Sony Pictures,Thriller/Suspense,"$46,930,912","5,895,843"
74,The Best Exotic Marigold Hotel,5/4/2012,2012,Fox Searchlight,Comedy,"$46,383,639","5,827,090"
75,Moonrise Kingdom,5/25/2012,2012,Focus Features,Drama,"$45,512,466","5,717,646"
76,The Three Stooges,4/13/2012,2012,20th Century Fox,Comedy,"$44,338,224","5,570,128"
77,Here Comes the Boom,10/12/2012,2012,Sony Pictures,Comedy,"$44,101,002","5,540,326"
78,Red Dawn,11/21/2012,2012,Open Road,Action,"$43,877,043","5,512,191"
79,Star Wars Ep. I: The Phanto…,5/19/1999,2012,20th Century Fox,Adventure,"$43,456,382","5,459,344"
80,Resident Evil: Retribution,9/14/2012,2012,Sony Pictures,Horror,"$42,345,531","5,319,790"
