Original title,Producing country,Production year,Directors,Admissions 1996-1996,Total EU27+GB since 1996
The Suicide Squad,US,2021,James Gunn,5 958 040,5 958 213
Peter Rabbit 2: The Runaway,"US, AU, GB",2021,Will Gluck,5 876 662,5 925 917
House of Gucci,"US, CA",2021,Ridley Scott,5 782 905,7 488 278
The Boss Baby: Family Business,US,2021,Tom McGrath,5 448 891,5 505 864
Space Jam: A New Legacy,US,2021,Malcolm D. Lee,5 425 448,5 429 827
Jungle Cruise,US,2021,Jaume Collet-Serra,5 206 766,5 223 297
The Addams Family 2,"US, CA",2021,"Conrad Vernon, Greg Tiernan, Kevin Pavlovic, Laura Brousseau",4 935 474,4 996 233
Cruella,US,2021,Craig Gillespie,4 918 049,4 921 311
Ghostbusters: Afterlife,"US, CA",2021,Jason Reitman,3 908 910,4 165 332
A Quiet Place Part II,US,2020,John Krasinski,3 749 904,3 751 686
Tom & Jerry,US,2021,Tim Story,2 982 401,2 988 828
Kaamelott - Premier volet,FR,2019,Alexandre Astier,2 865 478,2 870 418
The Matrix Resurrections,US,2021,Lana Wachowski,2 791 962,5 045 739
Clifford the Big Red Dog,"US, CA",2021,Walt Becker,2 691 563,5 105 434
Ron's Gone Wrong,"US, GB",2021,"Sarah Smith, Jean-Philippe Vine, Octavio E. Rodriguez",2 682 057,2 707 749
Halloween Kills,US,2021,David Gordon Green,2 637 352,2 655 884
Old,"US, JP",2021,M. Night Shyamalan,2 598 800,2 599 929
Nomadland,US,2020,Chloé Zhao,2 593 007,2 631 066
Sing 2,US,2021,Garth Jennings,2 530 820,14 803 001
The Father,"GB, FR",2020,Florian Zeller,2 451 447,2 535 419
After We Fell,US,2021,Castille Landon,2 395 862,2 451 054
The Forever Purge,US,2021,Everardo Valerio Gout,2 381 886,2 382 300
Godzilla vs. Kong,US,2021,Adam Wingard,2 330 527,2 330 813
Spirit Untamed,US,2021,"Ennio Torresan, Elaine Bogan",2 246 955,2 254 632
The French Dispatch,"US, DE",2021,Wes Anderson,2 221 040,2 325 721
BAC Nord,FR,2020,Cédric Jimenez,2 210 902,2 222 969
Les Tuche 4,FR,2021,Olivier Baroux,2 053 548,2 480 275
Drunk,"DK, SE, NL",2020,Thomas Vinterberg,1 883 516,3 028 610
Luca,US,2021,Enrico Casarosa,1 837 858,1 860 507
OSS 117: Alerte rouge en Afrique noire,FR,2021,Nicolas Bedos,1 741 996,1 746 737
Escape Room: Tournament of Champions,US,2021,Adam Robitel,1 703 745,1 706 119
Le loup et le lion,"FR, CA",2021,Gilles de Maistre,1 685 059,2 522 277
Eiffel,"FR, DE",2021,Martin Bourboulon,1 669 463,1 755 472
Hitman's Wife's Bodyguard,"US, GB, SE, BG, FR",2021,Patrick Hughes,1 664 245,1 673 356
Wrath of Man,"US, GB",2021,Guy Ritchie,1 520 405,1 541 099
Die Schule der magischen Tiere,"DE, AT",2021,Gregor Schnitzler,1 515 179,2 353 588
West Side Story,US,2021,Steven Spielberg,1 507 857,2 483 124
Les Bodin's en Thaïlande,FR,2021,Frédéric Forestier,1 506 846,1 616 263
¡A todo tren! Destino Asturias,ES,2021,Santiago Segura,1 439 108,1 439 812
Candyman,"US, CA",2021,Nia DaCosta,1 429 420,1 429 554
Raya and the Last Dragon,US,2021,"Don Hall, Carlos López Estrada, John Ripa, Paul Briggs",1 412 678,1 418 007
Madres paralelas,ES,2021,Pedro Almodóvar,1 407 536,2 231 390
Adieu les cons,FR,2020,Albert Dupontel,1 379 050,2 139 777
Kaiserschmarrndrama,DE,2021,Ed Herzog,1 372 976,1 389 603
Aline,"FR, CA",2020,Valérie Lemercier,1 364 909,1 470 178
The Last Duel,"US, GB",2021,Ridley Scott,1 292 488,1 301 799
Kimetsu no Yaiba: Mugen Ressha-Hen,JP,2020,Haruo Sotozaki,1 247 503,1 253 922
Boîte noire,FR,2021,Yann Gozlan,1 225 889,1 234 600
Malignant,US,2021,James Wan,1 161 887,1 162 085
Don't Breathe 2,US,2021,Rodo Sayagues,1 065 002,1 066 709
Spiral: From the Book of Saw,"US, CA",2021,Darren Lynn Bousman,1 038 252,1 039 194
Extinct,"US, CN",2021,"David Silverman, Raymond S. Persi",1 020 011,1 110 403
Dziewczyny z Dubaju,PL,2021,Maria Sadowska, 991 797,1 115 617
Ternet Ninja 2,"DK, US",2021,"Thorbjørn Christoffersen, Anders Matthesen", 948 626,1 059 094
The Courier,"GB, US",2020,Dominic Cooke, 941 958, 944 616
Way Down,"ES, FR",2021,Jaume Balagueró, 941 630,1 050 315
Illusions perdues,"FR, BE",2021,Xavier Giannoli, 866 399,1 208 167
AINBO: Spirit of the Amazon,"PE, NL",2021,"Richard Claus, Jose Zelada", 851 727,1 217 415
Last Night in Soho,GB,2021,Edgar Wright, 845 819, 859 347
In the Heights,US,2021,Jon Chu, 843 766, 844 682
Respect,"US, CA",2021,Liesl Tommy, 837 727, 903 961
Nobody,"US, JP",2021,Ilya Naishuller, 834 708, 835 208
Me contro te - Il mistero della scuola incantata,IT,2021,Gianluca Leuzzi, 809 205, 809 214
Resident Evil: Welcome to Raccoon City,"CA, DE",2021,Johannes Roberts, 789 723, 842 502
Spencer,"DE, GB",2021,Pablo Larraín, 716 160,1 191 478
Stillwater,US,2021,Tom McCarthy, 701 934, 704 648
Catweazle,DE,2021,Sven Unterwaldt Jr., 694 945, 704 437
Aykut Eniste 2,TR,2021,Onur Bilgetay, 676 376, 957 796
Le sens de la famille,"FR, BE",2020,Jean-Patrick Benes, 671 016, 700 847
Ostwind - Der große Orkan,DE,2021,Lea Schmidbauer, 670 297, 673 341
Contra,DE,2020,Sönke Wortmann, 668 370, 875 740
Promising Young Woman,"US, GB",2020,Emerald Fennell, 656 894, 665 979
Akif,TR,2021,Selahattin Sancakli, 653 664, 653 664
"Prvok, Sampon, Tecka a Karel",CZ,2021,Patrik Hartl, 636 421, 654 128
Around the World in 80 Days,"FR, BE",2021,Samuel Tourneux, 629 955,1 241 809
Harry Potter and the Philosopher's Stone,"GBinc, US",2001,Chris Columbus, 614 472,61 598 852
Smelliville,"DE, BE",2021,"Toby Genkel, Jens Møller", 598 431, 818 466
The War with Grandpa,"US, GB, CA",2020,Tim Hill, 592 203,1 385 337
Tre nøtter til Askepott,NO,2021,Cecilie A. Mosli, 583 387, 680 263
Operación Camarón,ES,2021,Carlos Therón, 574 681, 574 681
Le trésor du petit Nicolas,"FR, BE",2021,Julien Rappeneau, 563 627,1 196 953
The King's Man,"GBinc, US",2021,Matthew Vaughn, 545 965,3 759 168
Cry Macho,US,2021,Clint Eastwood, 537 491, 547 492
El buen patrón,ES,2021,Fernando León de Aranoa, 536 541,1 305 395
Reminiscence,US,2021,Lisa Joy, 534 443, 534 445
King Richard,US,2021,Reinaldo Marcus Green, 529 512,1 349 973
Tre piani,"IT, FR",2021,Nanni Moretti, 525 692, 576 178
The Unholy,US,2021,Evan Spiliotopoulos, 514 286, 514 286
Annette,"FR, DE, BE",2021,Leos Carax, 508 469, 553 445
The Forgotten Battle,NL,2020,Matthijs van Heijningen Jr., 507 512, 509 510
Verdens verste menneske,"NO, FR, SE",2021,Joachim Trier, 506 174,1 437 942
100% Wolf,AU,2020,Alexs Stadermann, 502 089, 948 226
The Mauritanian,"GB, US",2021,Kevin Macdonald, 501 869, 505 121
Furioza,PL,2021,Cyprian T. Olencki, 492 609, 492 609
Titane,"FR, BE",2021,Julia Ducournau, 489 483, 547 788
Bigfoot Family,"BE, FR",2020,"Jeremy Degruson, Ben Stassen", 487 862,1 676 288
Pourris gâtés,FR,2021,Nicolas Cuche, 484 406, 569 675
Maixabel,ES,2021,Icíar Bollaín, 482 858, 556 782
Mortal Kombat,US,2021,Simon McQuoid, 480 653, 480 660
Wesele,"PL, LV",2021,Wojciech Smarzowski, 480 144, 480 144
Benedetta,"FR, BE, NL",2021,Paul Verhoeven, 479 281, 526 259
Opération Portugal,FR,2020,Frank Cimière, 477 091, 477 986
Come un gatto in tangenziale - Ritorno a Coccia di Morto,IT,2021,Riccardo Milani, 473 809, 475 446
Pil,FR,2021,Julien Fournet, 473 167,1 295 394
Luizenmoeder - De film,NL,2021,"Jan Albert de Weerd, Ilse Warringa", 470 114, 470 242
Antlers,"US, MX",2021,Scott Cooper, 454 093, 454 095
Présidents,FR,2021,Anne Fontaine, 451 988, 451 988
The Ice Road,"US, CA",2021,Jonathan Hensleigh, 450 866, 451 266
D'Artacán y los tres Mosqueperros,ES,2021,Toni García, 448 628, 573 710
Small World,PL,2021,Patryk Vega, 444 461, 444 461
Tesciowie,PL,2021,Jakub Michalczuk, 438 363, 438 477
Ooops! The Adventure Continues,"DE, IE, LU",2020,"Toby Genkel, Seán McCormack", 434 889,3 339 077
Minari,US,2020,Lee Isaac Chung, 431 285, 436 539
Pitbull,PL,2021,Patryk Vega, 426 368, 426 368
Un tour chez ma fille,FR,2021,Eric Lavaine, 418 816, 452 595
Karel,CZ,2020,Olga Spátová, 416 599, 421 816
Zátopek,"CZ, SK",2021,David Ondricek, 409 225, 500 433
The Night House,"US, GB",2020,David Bruckner, 407 656, 407 688
Les 2 Alfred,FR,2020,Bruno Podalydès, 406 864, 411 530
Soul,US,2020,"Pete Docter, Kemp Powers", 400 928, 414 872
To musi byc milosc,PL,2021,Michal Rogalski, 399 677, 399 677
Délicieux,"FR, BE",2021,Éric Besnard, 397 133, 596 230
Freaks Out,"IT, BE",2021,Gabriele Mainetti, 392 782, 445 282
Margrete den første,"DK, SE, NO, IS, CZ, PL",2021,Charlotte Sieling, 387 197, 443 783
Dayi: Bir Adamin Hikayesi,TR,2021,Ugur Bayraktar, 386 784, 488 493
Supernova,GB,2020,Harry Macqueen, 386 501, 394 244
Le discours,"FR, BE",2020,Laurent Tirard, 382 486, 423 150
Retfærdighedens ryttere,DK,2020,Anders Thomas Jensen, 381 402, 862 277
The Many Saints of Newark,US,2021,Alan Taylor, 380 888, 381 064
On est fait pour s'entendre,FR,2021,Pascal Elbé, 379 963, 476 794
Mes très chers enfants,FR,2021,Alexandra Leclère, 378 640, 669 349
Wonder Woman 1984,US,2020,Patty Jenkins, 373 266,1 030 326
Lassie - Eine abenteuerliche Reise,DE,2020,Hanno Olderdissen, 361 877, 962 627
Matky,CZ,2020,Vojtech Moravec, 361 295, 363 766
Hytti nro 6,"FI, RU, EE, DE",2021,Juho Kuosmanen, 353 436, 630 952
Un triomphe,FR,2020,Emmanuel Courcol, 348 561, 462 451
C'est quoi ce papy?!,FR,2021,Gabriel Julien-Laferrière, 343 809, 344 401
Toma,RS,2021,"Dragan Bjelogrlic, Zoran Lisinac", 338 910, 340 542
La fine fleur,FR,2020,Pierre Pinaud, 338 488, 371 502
Freaky,US,2020,Christopher Landon, 330 863, 424 798
Snake Eyes: G.I. Joe Origins,US,2021,Robert Schwentke, 326 253, 326 348
Monster Family 2,"DE, GB",2021,Holger Tappe, 321 677, 855 059
People Just Do Nothing: Big in Japan,GB,2021,Jack Clough, 320 826, 320 826
Die Heinzels - Rückkehr der Heinzelmännchen,"DE, AT",2019,Ute von Münchow-Pohl, 316 021,1 040 661
Man of God,GR,2021,Yelena Popovic, 310 410, 388 367
Mystère,FR,2020,Denis Imbert, 305 032, 689 263
Envole-moi,"FR, IT",2021,Christophe Barratier, 303 487, 308 095
Diabolik,IT,2021,"Antonio Manetti, Marco Manetti", 297 335, 429 617
A Boy Called Christmas,"GB, FR",2021,Gil Kenan, 295 926, 308 858
Die Pfefferkörner und der Schatz der Tiefsee,DE,2020,Christian Theede, 295 339, 352 659
Bon Bini: Judeska in da House,NL,2020,Jonathan Herman, 293 336, 360 103
Tout s'est bien passé,FR,2021,François Ozon, 286 566, 359 716
Alles op tafel,NL,2021,Will Koopman, 273 049, 282 031
La fracture,FR,2021,Catherine Corsini, 272 376, 324 443
Juzni vetar 2: Ubrzanje,RS,2021,Milos Avramovic, 270 077, 319 065
Chi ha incastrato Babbo Natale?,IT,2021,Alessandro Siani, 269 757, 303 012
Amants,FR,2020,Nicole Garcia, 257 988, 268 013
Io sono Babbo Natale,IT,2021,Edoardo Maria Falcone, 257 854, 258 212
De nog grotere slijmfilm,NL,2021,Martijn Smits, 256 141, 256 146
Monster Hunter,"US, DE, JP, ZA, CA, CN",2020,Paul W.S. Anderson, 255 361, 255 369
Mandibules,FR,2020,Quentin Dupieux, 254 737, 257 430
Doraibu mai kâ,JP,2021,Ryûsuke Hamaguchi, 246 799, 669 249
Mamá o papá,ES,2021,Dani de la Orden, 246 396, 562 615
Pagten,DK,2021,Bille August, 245 045, 254 940
Barbaque,FR,2021,Fabrice Eboué, 244 633, 245 807
Qui rido io,"IT, ES",2021,Mario Martone, 241 379, 252 326
"Es ist nur eine Phase, Hase",DE,2021,Florian Gallenberger, 237 725, 263 780
La scuola cattolica,IT,2021,Stefano Mordini, 236 860, 239 151
Mystère à Saint-Tropez,"FR, BE",2021,Nicolas Benamou, 233 971, 252 561
I Am Zlatan,"SE, DK, NL",2021,Jens Sjögren, 233 690, 313 677
"Gump - pes, který naucil lidi zít",CZ,2021,F.A. Brabec, 233 306, 245 084
The Deep House,"FR, BE",2021,"Alexandre Bustillo, Julien Maury", 231 818, 231 827
Chaos Walking,"US, CA, HK, LU",2021,Doug Liman, 230 847, 257 449
Marco effekten,"DK, DE, CZ",2021,Martin Zandvliet, 230 729, 245 033
The Green Knight,"US, CA, IE",2021,David Lowery, 230 118, 231 340
La panthère des neiges,FR,2021,"Vincent Munier, Marie Amiguet", 229 569, 877 648
WolfWalkers,"IE, GB, LU, FR",2020,"Tomm Moore, Ross Stewart", 228 100, 352 442
Skyggen i mit øje,DK,2021,Ole Bornedal, 228 039, 237 431
L'origine du monde,"FR, BE",2020,Laurent Lafitte, 227 955, 233 579
De grote Sinterklaasfilm: Trammelant in Spanje,NL,2021,Lucio Messercola, 227 314, 227 314
Think Like a Dog,"US, GB, CN",2020,Gil Junger, 225 854, 229 487
Si on chantait,FR,2021,Fabrice Maruca, 225 694, 230 467
Nordsjøen,NO,2021,John Andreas Andersen, 221 608, 237 656
Hep Yek 4: Bela Okuma Altan,TR,2021,Özgür Bakar, 219 563, 228 004
Czarny mlyn,PL,2020,Mariusz Palej, 217 974, 217 984
The Royal Game,DE,2021,Philipp Stölzl, 216 712, 239 513
The Little Things,US,2021,John Lee Hancock, 216 632, 217 092
Top Gun: Maverick,US,2022,Joseph Kosinski,35 430 060,35 545 750
Avatar: The Way of Water,US,2022,James Cameron,34 335 316,65 864 697
Minions: The Rise of Gru,US,2022,"Kyle Balda, Brad Ableson, Jonathan del Val",31 697 065,31 798 037
Doctor Strange in the Multiverse of Madness,US,2022,Sam Raimi,21 558 578,21 558 726
Thor: Love and Thunder,US,2022,Taika Waititi,19 192 333,19 193 601
The Batman,US,2022,Matt Reeves,18 833 402,18 837 094
Jurassic World: Dominion,"US, CN",2022,Colin Trevorrow,18 651 563,18 654 326
Spider-Man: No Way Home,US,2021,Jon Watts,16 298 392,44 812 387
Fantastic Beasts: The Secrets of Dumbledore,"GBinc, US",2022,David Yates,15 608 654,15 609 254
Black Panther: Wakanda Forever,US,2022,Ryan Coogler,15 491 035,15 961 053
Uncharted,"US, DE",2022,Ruben Fleischer,14 419 553,14 419 973
Sonic the Hedgehog 2,"US, JP",2022,Jeff Fowler,13 459 197,13 469 289
Sing 2,US,2021,Garth Jennings,12 258 229,14 803 001
Black Adam,"US, CA, NZ, HU",2022,Jaume Collet-Serra,10 520 850,10 532 262
Elvis,"US, AU",2022,Baz Luhrmann,9 180 236,9 220 878
DC League of Super-Pets,US,2022,"Jared Stern, Sam Levine",7 918 810,7 941 930
Smile,US,2022,Parker Finn,7 756 072,7 760 289
Bullet Train,"US, JP",2022,David Leitch,7 531 021,7 533 444
Ticket to Paradise,"US, GB",2022,Ol Parker,7 106 225,7 217 685
The Bad Guys,US,2022,Pierre Perifel,6 574 961,6 592 093
Bergen,TR,2022,"Caner Alper, Mehmet Binay",5 703 934,5 703 934
The Lost City,US,2022,"Adam Nee, Aaron Nee",5 368 356,5 371 835
Death on the Nile,"US, GB",2022,Kenneth Branagh,5 305 372,5 309 436
Lightyear,US,2022,Angus MacLane,4 926 063,4 929 496
Puss in Boots: The Last Wish,US,2022,"Joel Crawford, Januel Mercado",4 857 953,18 757 225
Morbius,US,2022,Daniel Espinosa,4 587 181,4 587 197
"Lyle, Lyle, Crocodile",US,2022,"Josh Gordon, Will Speck",4 167 338,4 705 469
Downton Abbey: A New Era,"GBinc, US",2022,Simon Curtis,4 044 092,4 045 502
Where the Crawdads Sing,US,2022,Olivia Newman,3 944 720,4 074 042
Qu'est-ce qu'on a tous fait au bon Dieu?,"FR, BE",2021,Philippe de Chauveron,3 940 877,4 007 514
Belfast,GB,2021,Kenneth Branagh,3 673 522,3 685 878
Don't Worry Darling,US,2022,Olivia Wilde,3 609 615,3 611 549
Tad the Lost Explorer and the Emerald Tablet,ES,2022,Enrique Gato,3 398 230,3 414 994
Scream,US,2022,"Matt Bettinelli-Olpin, Tyler Gillett",3 385 332,3 387 743
The King's Man,"GBinc, US",2021,Matthew Vaughn,3 213 203,3 759 168
The Black Phone,US,2021,Scott Derrickson,3 157 426,3 157 725
Avatar,US,2009,James Cameron,2 944 473,82 622 233
Nope,"US, JP, CA",2022,Jordan Peele,2 871 915,2 875 763
The Northman,"US, CN",2022,Robert Eggers,2 808 113,2 809 505
Halloween Ends,US,2022,David Gordon Green,2 807 553,2 811 407
Die Schule der magischen Tiere 2,DE,2022,Sven Unterwaldt Jr.,2 694 216,3 271 159
Roald Dahl's Matilda the Musical,"GBinc, US",2022,Matthew Warchus,2 656 504,3 619 034
Encanto,US,2021,"Byron Howard, Jared Bush, Charise Castro Smith",2 647 990,9 345 229
The Menu,US,2022,Mark Mylod,2 454 159,2 823 522
Kesisme: Iyi Ki Varsin Eren,TR,2021,Ozer Feyzioglu,2 435 475,2 438 772
Padre no hay más que uno 3,ES,2022,Santiago Segura,2 432 276,2 432 615
Novembre,FR,2022,Cédric Jimenez,2 427 494,2 473 787
"Simone, le voyage du siècle",FR,2021,Olivier Dahan,2 418 892,2 692 329
Clifford the Big Red Dog,"US, CA",2021,Walt Becker,2 405 188,5 105 434
Ooops! The Adventure Continues,"DE, IE, LU",2020,"Toby Genkel, Seán McCormack",2 320 117,3 339 077
Strange World,US,2022,"Don Hall, Qui Nguyen",2 303 599,2 609 096
After Ever Happy,US,2022,Castille Landon,2 265 948,2 272 281
The Matrix Resurrections,US,2021,Lana Wachowski,2 253 599,5 045 739
Turning Red,US,2022,Domee Shi,2 190 326,2 193 704
Maison de retraite,"FR, CH",2021,Thomas Gilou,2 135 097,2 148 573
Triangle of Sadness,"SE, DE, FR, GB",2022,Ruben Östlund,2 048 434,3 040 255
Fireheart,"CA, FR, GB",2021,"Laurent Zeitoun, Theodore Ty",1 994 309,2 040 541
Super-héros malgré lui,FR,2021,Philippe Lacheau,1 949 000,1 989 299
Everything Everywhere All at Once,US,2022,"Dan Kwan, Daniel Scheinert",1 934 683,3 106 873
One Piece Film Red,JP,2022,Gorô Taniguchi,1 888 331,1 894 922
Moonfall,"US, CN, GB, CA",2022,Roland Emmerich,1 849 009,1 850 901
Wunderschön,DE,2022,Karoline Herfurth,1 808 489,1 820 630
Prey for the Devil,US,2022,Daniel Stamm,1 791 446,1 935 234
Marry Me,"US, JP, CN",2022,Kat Coiro,1 777 041,1 778 156
Nightmare Alley,"US, MX, CA",2021,Guillermo del Toro,1 768 370,1 768 891
House of Gucci,"US, CA",2021,Ridley Scott,1 704 545,7 488 278
Violent Night,"US, CA",2022,Tommy Wirkola,1 694 884,1 767 345
Guglhupfgeschwader,DE,2022,Ed Herzog,1 677 722,1 692 747
En corps,"FR, BE, NL",2022,Cédric Klapisch,1 583 415,1 656 189
Paws of Fury: The Legend of Hank,"US, CN, GB, CA",2022,"Chris Bailey, Mark Koetsier, Rob Minkoff",1 528 529,1 576 503
Orphan: First Kill,"US, CA",2022,William Brent Bell,1 523 632,1 523 843
Jackass Forever,US,2022,Jeff Tremaine,1 516 079,1 516 081
Licorice Pizza,"US, CA",2021,Paul Thomas Anderson,1 485 712,1 507 112
Listy do M. 5,PL,2022,Lukasz Jaworski,1 464 478,1 464 478
Hopper et le hamster des ténèbres,"BE, FR",2022,"Ben Stassen, Benjamin Mousquet",1 418 386,1 427 500
The Woman King,"US, CA",2022,Gina Prince-Bythewood,1 411 773,1 431 664
Dog,US,2022,"Channing Tatum, Reid Carolin",1 397 662,1 399 421
Operation Mincemeat,"GB, US",2021,John Madden,1 302 449,1 303 212
Doragon bôru sûpâ: Sûpâ hîrô,JP,2022,Tetsurô Kodama,1 299 492,1 301 581
Gekijouban Jujutsu Kaisen 0,JP,2021,Seong-Hu Park,1 276 711,1 277 095
Ambulance,"US, JP",2022,Michael Bay,1 272 063,1 272 117
The Banshees of Inisherin,"US, GB, IE",2022,Martin McDonagh,1 256 985,3 528 088
Amsterdam,"US, JP",2022,David O. Russell,1 251 210,1 256 525
The Duke,GB,2020,Roger Michell,1 236 130,1 245 184
Ducobu Président !,"FR, BE",2022,Elie Semoun,1 230 214,1 231 415
Mrs. Harris Goes to Paris,"GB, FR, HU, CA, US, BE",2022,Anthony Fabian,1 187 815,1 299 195
Aslan Hürkus Kayip Elmas,TR,2022,"Hakan Bol, H. Sinan Güngör",1 160 567,1 160 598
See How They Run,"GBinc, US",2022,Tom George,1 146 132,1 156 284
Rheingold,"DE, IT, NL",2022,Fatih Akin,1 090 065,1 170 512
Beast,"US, IS, JP",2022,Baltasar Kormákur,1 078 729,1 078 911
"Good Luck to You, Leo Grande","GBinc, US",2022,Sophie Hyde,1 067 128,1 134 374
Moonbound,"DE, AT",2021,Ali Samadi Ahadi,1 064 488,1 315 214
Le nouveau jouet,FR,2022,James Huth,1 052 956,1 100 809
Die Häschenschule - Der große Eierklau,DE,2022,Ute von Münchow-Pohl,1 041 912,1 259 244
Whitney Houston: I Wanna Dance with Somebody,US,2022,Kasi Lemmons,1 039 446,2 857 438
Menteur,FR,2022,Olivier Baroux,1 021 911,1 040 512
Teambuilding,RO,2022,"Alex Cotet, Cosmin Nedelcu, Matei Dima", 988 926, 993 594
West Side Story,US,2021,Steven Spielberg, 962 532,2 483 124
Johnny,PL,2022,Daniel Jaroszek, 925 834, 925 834
Verdens verste menneske,"NO, FR, SE",2021,Joachim Trier, 921 184,1 437 942
Mascarade,FR,2022,Nicolas Bedos, 913 668, 988 087
The Bad Guys,US,2018,Carlos Rincones, 899 992, 904 596
Notre-Dame brûle,"FR, IT",2022,Jean-Jacques Annaud, 899 205, 904 784
Aslan Hürkus: Görevimiz Gökbey,TR,2022,"H. Sinan Güngör, Semih Turali, Yunus Emre Çakir", 894 066, 901 293
Der Nachname,DE,2022,Sönke Wortmann, 865 191, 939 982
As bestas,"ES, FR",2022,Rodrigo Sorogoyen, 861 115,1 538 287
Belle et Sébastien: Nouvelle génération,FR,2022,Pierre Coré, 853 882, 985 202
La stranezza,IT,2022,Roberto Andò, 840 509, 898 621
Le loup et le lion,"FR, CA",2021,Gilles de Maistre, 830 529,2 522 277
Irréductible,FR,2022,Jérôme Commandeur, 820 967, 821 447
Bibi & Tina: Einfach Anders,DE,2022,Detlev Buck, 820 506, 822 425
King Richard,US,2021,Reinaldo Marcus Green, 818 719,1 349 973
Madres paralelas,ES,2021,Pedro Almodóvar, 816 988,2 231 390
Goliath,"FR, BE",2022,Frédéric Tellier, 801 753, 807 017
The Invitation,"US, HU",2022,Jessica M. Thompson, 795 003, 795 029
King,"FR, BE",2022,David Moreau, 791 072, 834 155
Adieu Monsieur Haffmann,"FR, BE",2021,Fred Cavayé, 788 794, 795 502
Los renglones torcidos de Dios,ES,2022,Oriol Paulo, 772 768, 774 288
Couleurs de l'incendie,"FR, BE",2022,Clovis Cornillac, 769 482, 783 424
Maigret,"FR, BE",2022,Patrice Leconte, 759 529, 807 591
Les Segpa,FR,2022,"Ali Bougheraba, Hakim Boughéraba", 740 834, 740 834
Çakallarla Dans 6,TR,2022,Murat Seker, 737 860, 889 448
Teddybjørnens jul,NO,2022,Andrea Eckerbom, 737 749, 986 228
Koniec swiata czyli Kogel Mogel 4,PL,2021,Anna Wieczur-Bluszcz, 731 452, 733 931
L'innocent,FR,2022,Louis Garrel, 725 087, 898 367
El buen patrón,ES,2021,Fernando León de Aranoa, 716 345,1 305 395
Dilberay Küçük Dev Kadin,TR,2022, Ketche, 711 767, 711 767
National Theatre Live: Prima Facie,GB,2022,Justin Martin, 709 654, 710 787
Vysehrad: Fylm,CZ,2022,"Martin Kopp, Jakub Stáfek", 700 559, 705 284
The 355,"US, CN",2022,Simon Kinberg, 698 517, 698 703
