Original title,Producing country,Production year,Directors,Admissions null-null,Total EU27+GB since 1996
...a pátý jezdec je Strach,"CZ, SK",1965,Zbynek Brynych,  318,  318
Ninette y un señor de Murcia,ES,1965,Fernando Fernán Gómez,  298,  298
Les copains,FR,1965,Yves Robert,  292,  292
La llamada,"ES, US",1965,Javier Setó,  287,  287
Jahrgang '45,DD,1965,Jürgen Böttcher,  279,  279
Elégia,HU,1965,Zoltán Huszárik,  257,  257
Inside Daisy Clover,US,1965,Robert Mulligan,  257,  257
Trois chambres à Manhattan,FR,1965,Marcel Carné,  255,  255
Nobleza baturra,ES,1965,Juan de Orduña,  221,  221
Sběrné surovosti,"CZ, SK",1965,Juraj Herz,  221,  221
De man die zijn haar kort liet knippen,BE,1965,André Delvaux,  219,  219
Landmandsliv,DK,1965,Erik Balling,  210,  210
Rodnik dlya zhazhdushchikh,SU,1965,Yuri Ilyenko,  209,  209
"Those Magnificent Men in Their Flying Machines, or How I Flew from London to Paris in 25 hours 11 minutes",GB,1965,Ken Annakin,  208,  208
Piège pour Cendrillon,"FR, IT",1965,André Cayatte,  198,  198
The Spy Who Came in from the Cold,GB,1965,Martin Ritt,  192,  192
Le majordome,"FR, IT",1965,Jean Delannoy,  185,  185
La 317ème section,"FR, ES",1965,Pierre Schoendoerffer,  178,  178
Mordnacht in Manhattan,"DE, FR",1965,Harald Philipp,  176,  176
A FÉNY ÖRÖME,HU,1965,György Kovásznai,  173,  173
Les tribulations d'un Chinois en Chine,"FR, IT",1965,Philippe de Broca,  172,  172
The Knack ...and How to Get It,GB,1965,Richard Lester,  165,  165
Marcia nuziale,"IT, FR",1965,Marco Ferreri,  163,  163
Das Kaninchen bin ich,DD,1965,Kurt Maetzig,  163,  163
Každý mladý muž,"CZ, SK",1965,Pavel Jurácek,  155,  155
Subarnarekha,IN,1965,Ritwik Ghatak,  154,  154
Zlatá reneta,"CZ, SK",1965,Otakar Vávra,  150,  150
Shakespeare-Wallah,US,1965,James Ivory,  139,  139
Álmodozások kora,HU,1965,István Szabó,  130,  130
Catembe,PT,1965,Faria de Almeida,  127,  127
A Patch of Blue,US,1965,Guy Green,  120,  120
Par un beau matin d'été,"FR, ES, IT",1965,Jacques Deray,  116,  116
Ship of Fools,US,1965,Stanley Kramer,  106,  106
Zvony pre bosých,"CZ, SK",1965,Stanislav Barabas,  95,  95
Morituri,US,1965,Bernhard Wicki,  95,  95
La Bohème,DE,1965,Wilhelm Semmelroth,  94,  94
Húsz óra,HU,1965,Zoltán Fábri,  84,  84
The Nanny,GB,1965,Seth Holt,  82,  82
Svatba s podmínkou,"CZ, SK",1965,Pavel Kohout,  80,  80
Ztracená tvář,"CZ, SK",1965,Pavel Hobl,  80,  80
Horký vzduch,"CZ, SK",1965,Václav Gajer,  76,  76
Kár a benzinért,HU,1965,Frigyes Bán,  74,  74
In Harm's Way,US,1965,Otto Preminger,  72,  72
Fata/Morgana,"ES, DE",1965,Vicente Aranda,  71,  71
The Agony and the Ecstasy,"US, IT",1965,Carol Reed,  69,  69
Att angöra en brygga,SE,1965,Tage Danielsson,  68,  68
The Cincinnati Kid,US,1965,Norman Jewison,  66,  66
Samba,"ES, BR",1965,Rafael Gil,  58,  58
Karla,DD,1965,Herrmann Zschoche,  58,  58
Velikaja otecestvennaja vojna,SU,1965,Roman Karmen,  51,  51
The Heroes of Telemark,GB,1965,Anthony Mann,  48,  48
Mne dvadtsat let,SU,1965,Marlen Khutsiev,  45,  45
Flådens friske fyre,DK,1965,Finn Henriksen,  41,  41
Povídky o detech,"CZ, SK",1965,"Jaromír Dvorácek, Jiří Hanibal, Milan Vosmik",  40,  40
Ma vagy holnap,HU,1965,András Kovács,  40,  40
Crimen de doble filo,"ES, AR",1965,José Luis Borau,  39,  39
Kabe no naka no himegoto,JP,1965,Kôji Wakamatsu,  37,  37
Třicet jedna ve stínu,"CZ, SK, GB",1965,Jirí Weiss,  37,  37
Thomas l'imposteur,FR,1965,Georges Franju,  37,  37
Testamentum,HU,1965,István Ventilla,  35,  35
Heidi,AT,1965,Werner Jacobs,  33,  33
L'amour à la mer,FR,1965,Guy Gilles,  33,  33
Strasná zena,"CZ, SK, DD",1965,Jindrich Polák,  30,  30
Homo Faber,HU,1965,Tamás Szabó Sipos,  30,  30
Szamosháti farsang,HU,1965,Ábris Basilides,  30,  30
Dom Juan ou Le festin de pierre,"BE, CA, FR",1965,Marcel Bluwal,  29,  29
Næsbygårds arving,DK,1965,Alice O'Fredericks,  27,  27
Neobycejná trída,"CZ, SK",1965,Josef Pinkava,  25,  25
Oxidia,HU,1965,József Nepp,  25,  25
Der letzte Mohikaner,"DE, ES, IT",1965,Harald Reinl,  25,  25
The Satan Bug,US,1965,John Sturges,  21,  21
Laurel and Hardy's Laughing 20's,US,1965,Robert Youngson,  20,  20
Strange Bedfellows,US,1965,Melvin Frank,  20,  20
Autókor,HU,1965,"István Imre, László Réber",  20,  20
Szerelmes biciklisták,HU,1965,Péter Bacsó,  19,  19
Tri,YU,1965,Aleksandar Petrovic,  19,  19
Cat Ballou,US,1965,Elliot Silverstein,  18,  18
Fifi la plume,FR,1965,Albert Lamorisse,  18,  18
Sah la rege,RO,1965,Haralambie Boros,  18,  18
Otthon,HU,1965,István Ventilla,  17,  17
Egy Portré Századunkból,HU,1965,Sándor Reisenbüchler,  17,  17
Tilos a szerelem,HU,1965,Tamás Rényi,  17,  17
Simón del desierto,MX,1965,Luis Buñuel,  15,  15
Un milliard dans un billard,"FR, IT, DE",1965,Nicolas Gessner,  14,  14
Beppie,NL,1965,Johan van der Keuken,  13,  13
He Who Rides a Tiger,GB,1965,Charles Crichton,  12,  12
Pervyy uchitel,SU,1965,Andrey Konchalovskiy,  11,  11
Il momento della verità,"IT, ES",1965,Francesco Rosi,  10,  10
"Slå først, Frede!",DK,1965,Erik Balling,  10,  10
Red Line 7000,US,1965,Howard Hawks,  10,  10
La dama de Beirut,"ES, FR, IT",1965,Ladislao Vajda,  7,  7
Sedm zabitých,"CZ, SK",1965,Pavel Kohout,  1,  1
Káta a krokodýl,"CZ, SK",1966,Vera Plívová-Simková, 298 222, 298 222
Blow Up,"GB, IT",1966,Michelangelo Antonioni, 74 189, 74 189
"Il buono, il brutto, il cattivo",IT,1966,Sergio Leone, 73 792, 73 792
Persona,SE,1966,Ingmar Bergman, 66 291, 66 291
La grande vadrouille,FR,1966,Gérard Oury, 61 910, 61 910
Dacii,RO,1966,Sergiu Nicolaescu, 30 399, 30 399
Ostře sledované vlaky,"CZ, SK",1966,Jiří Menzel, 29 150, 29 150
Andrei Rublyov,SU,1966,Andrei Tarkovsky, 28 549, 28 549
Fahrenheit 451,GB,1966,François Truffaut, 26 193, 26 193
Un homme et une femme,FR,1966,Claude Lelouch, 25 033, 25 033
Sedmikrásky,"CZ, SK",1966,Vera Chytilová, 21 109, 21 109
Two for the Road,GB,1966,Stanley Donen, 20 836, 20 836
How to Steal a Million,US,1966,William Wyler, 18 464, 18 464
Irezumi,JP,1966,Yasuzo Masumura, 18 331, 18 331
How the Grinch Stole Christmas!,US,1966,"Chuck Jones, Ben Washam", 15 322, 15 322
Au hasard Balthazar,FR,1966,Robert Bresson, 15 105, 15 105
Drôles de cigognes!,"CZ, SK",1966,Hermína Týrlová, 13 149, 13 149
Da zui xia,HK,1966,King Hu, 13 090, 13 090
"Masculin, féminin","FR, SE",1966,Jean-Luc Godard, 11 946, 11 946
Who's Afraid of Virginia Woolf?,US,1966,Mike Nichols, 11 518, 11 518
La muerte de un burócrata,CU,1966,Tomás Gutiérrez Alea, 10 793, 10 793
Seconds,US,1966,John Frankenheimer, 10 461, 10 461
Incompreso,"FR, IT",1966,Luigi Comencini, 9 744, 9 744
Alfons Zitterbacke,DD,1966,Konrad Petzold, 9 684, 9 684
Kinoautomat: Člověk a jeho dům,"CZ, SK",1966,"Ján Rohác, Vladimír Svitácek, Radúz Činčera", 9 157, 9 157
Hände hoch oder ich schieße,DD,1966,Hans-Joachim Kasprzik, 8 661, 8 661
Django,"IT, ES",1966,Sergio Corbucci, 8 359, 8 359
2 ou 3 choses que je sais d'elle,FR,1966,Jean-Luc Godard, 7 532, 7 532
Batman: The Movie,US,1966,Leslie H. Martinson, 6 958, 6 958
Le Deuxième souffle,FR,1966,Jean-Pierre Melville, 6 620, 6 620
Intimní osvětlení,"CZ, SK",1966,Ivan Passer, 6 100, 6 100
"What Did You Do in the War, Daddy?",US,1966,Blake Edwards, 5 865, 5 865
The Fortune Cookie,US,1966,Billy Wilder, 5 753, 5 753
Man chu,KR,1966,Man-hui Lee, 5 603, 5 603
La religieuse,FR,1966,Jacques Rivette, 5 589, 5 589
Le Roi de coeur,"FR, IT",1966,Philippe de Broca, 5 502, 5 502
Spur der Steine,DD,1966,Frank Beyer, 5 164, 5 164
The Endless Summer,US,1966,Bruce Brown, 4 869, 4 869
Arabesque,US,1966,Stanley Donen, 4 752, 4 752
Taiji ga mitsuryosuru toki,JP,1966,Kôji Wakamatsu, 4 084, 4 084
Cul-de-sac,GB,1966,Roman Polanski, 3 921, 3 921
Haiducii,RO,1966,Dinu Cocea, 3 850, 3 850
Voyna i mir,SU,1966,Sergey Bondarchuk, 3 742, 3 742
Morgan: A Suitable Case for Treatment,GB,1966,Karel Reisz, 3 559, 3 559
7 Women,US,1966,John Ford, 3 322, 3 322
This Property Is Condemned,US,1966,Sydney Pollack, 3 105, 3 105
Kočár do Vídně,"CZ, SK",1966,Karel Kachyňa, 2 973, 2 973
La caza,ES,1966,Carlos Saura, 2 879, 2 879
La piel quemada,ES,1966,Josep Maria Forn, 2 717, 2 717
La prise de pouvoir par Louis XIV,"FR, IT",1966,Roberto Rossellini, 2 576, 2 576
"Faster, Pussycat! Kill! Kill!",US,1966,Russ Meyer, 2 564, 2 564
Fantastic Voyage,US,1966,Richard Fleischer, 2 534, 2 534
A Funny Thing Happened on the Way to the Forum,"GB, US",1966,Richard Lester, 2 387, 2 387
Kdo chce zabít Jessii?,"CZ, SK",1966,Václav Vorlícek, 2 314, 2 314
Romance pro křídlovku,"CZ, SK",1966,Otakar Vávra, 2 302, 2 302
Torn Curtain,US,1966,Alfred Hitchcock, 2 275, 2 275
Nayak,IN,1966,Satyajit Ray, 2 208, 2 208
The Sand Pebbles,US,1966,Robert Wise, 2 126, 2 126
Tôkyô nagaremono,JP,1966,Seijun Suzuki, 2 115, 2 115
Kaleidoscope,GB,1966,Jack Smight, 1 908, 1 908
Die Söhne der großen Bärin,DD,1966,Josef Mach, 1 891, 1 891
Akai tenshi,JP,1966,Yasuzo Masumura, 1 881, 1 881
The Chase,US,1966,Arthur Penn, 1 870, 1 870
Mudar De Vida,PT,1966,Paulo Rocha, 1 841, 1 841
Voyna i mir II: Natasha Rostova,SU,1966,Sergey Bondarchuk, 1 706, 1 706
Jinruigaku nyumon,JP,1966,Shôhei Imamura, 1 569, 1 569
O slavnosti a hostech,"CZ, SK",1966,Jan Nemec, 1 508, 1 508
Tiempo de morir,MX,1966,Arturo Ripstein, 1 155, 1 155
Nattlek,SE,1966,Mai Zetterling, 1 138, 1 138
Der junge Törless,"DE, FR",1966,Volker Schlöndorff, 1 037, 1 037
Szegénylegények,HU,1966,Miklós Jancsó,  964,  964
La noire de...,"FR, SN",1966,Ousmane Sembene,  728,  728
Krylya,SU,1966,Larisa Shepitko,  713,  713
La guerre est finie,FR,1966,Alain Resnais,  688,  688
Marat/Sade,GB,1966,Peter Brook,  643,  643
The Plague of the Zombies,GB,1966,John Gilling,  638,  638
"Dědeček, Kylián a já","CZ, SK",1966,Jiří Hanibal,  557,  557
Het gangstermeisje,NL,1966,Frans Weisz,  556,  556
Paris brûle-t-il ?,FR,1966,René Clément,  555,  555
L'armata Brancaleone,IT,1966,Mario Monicelli,  551,  551
"Istoriya Asi Klyachinoy, kotoraya lyubila, da ne vyshla zamuzh",SU,1966,Andrey Konchalovskiy,  521,  521
Dáma na kolejích,"CZ, SK",1966,Ladislav Rychman,  499,  499
Viaje por el Sur,ES,1966,José Grañena,  476,  476
Manos: The Hands of Fate,US,1966,Harold P. Warren,  434,  434
Panna zázračnica,"CZ, SK",1966,Štefan Uher,  377,  377
Abschied von gestern - (Anita G.),DE,1966,Alexander Kluge,  373,  373
Raumpatrouille Orion 6-7,DE,1966,"Michael Braun, Theo Mezger",  357,  357
Tjorven och Mysak,SE,1966,Olle Hellbom,  344,  344
Une balle au coeur,"FR, GR",1966,Jean-Daniel Pollet,  319,  319
Mučedníci lásky,"CZ, SK",1966,Jan Nemec,  316,  316
Lidé z maringotek,"CZ, SK",1966,Martin Fric,  310,  310
Il più' lungo giorno,IT,1966,Roberto Riviello,  301,  301
Nueve Cartas a Berta,ES,1966,Basilio Martín Patino,  279,  279
Mademoiselle,"FR, GB",1966,Tony Richardson,  279,  279
Návrat ztraceného syna,"CZ, SK",1966,Evald Schorm,  243,  243
Fumo di Londra,IT,1966,Alberto Sordi,  232,  232
Fantom Morrisvillu,"CZ, SK",1966,Borivoj Zeman,  230,  230
Sult,"DK, NO, SE",1966,Henning Carlsen,  224,  224
Nikdo se nebude smát,"CZ, SK",1966,Hynek Bocan,  223,  223
Ursula oder das unwerte Leben,CH,1966,"Walter Marti, Reni Mertens",  221,  221
Die Letzten Karawanen,CH,1966,René Gardi,  216,  216
The Professionals,US,1966,Richard Brooks,  198,  198
Der verlorene Engel,DD,1966,Ralf Kirsten,  192,  192
Alfie,GB,1966,Lewis Gilbert,  186,  186
The Deadly Affair,GB,1966,Sidney Lumet,  184,  184
Kým sa skoncí táto noc,"CZ, SK",1966,Peter Solan,  182,  182
Sevmek Zamani,TR,1966,Metin Erksan,  169,  169
Hyoten,JP,1966,Satsuo Yamamoto,  156,  156
Долгая счастливая жизнь,SU,1966,Gennadi Shpalikov,  152,  152
Modesty Blaise,GB,1966,Joseph Losey,  147,  147
Apa,HU,1966,István Szabó,  147,  147
Furankenshutain no kaijû: Sanda tai Gaira,JP,1966,Ishirô Honda,  141,  141
Geld und Geist,CH,1966,Franz Schnyder,  137,  137
Živý bič,"CZ, SK",1966,Martin Tapák,  136,  136
Khartoum,GB,1966,"Basil Dearden, Eliot Elisofon",  122,  122
Här har du ditt liv,SE,1966,Jan Troell,  119,  119
The Wild Angels,US,1966,Roger Corman,  112,  112
A Grande Cidade ou As Aventuras e Desventuras de Luzia e Seus 3 Amigos Chegados de Longe,BR,1966,Carlos Diegues,  104,  104
Meandre,RO,1966,Mircea Saucan,  101,  101
Any Wednesday,US,1966,Robert Ellis Miller,  101,  101
Bloudění,"CZ, SK",1966,"Jan Curík, Antonín Mása",  100,  100
Kinjirareta tekunikku,JP,1966,Hiroshi Mukai,  98,  98
Noche de Vino Tinto,ES,1966,José María Nunes,  90,  90
Domingo à Tarde,PT,1966,António de Macedo,  85,  85
Giorgobistve,SU,1966,Otar Iosseliani,  84,  84
The Trouble with Angels,US,1966,Ida Lupino,  81,  81
Georgy Girl,GB,1966,Silvio Narizzano,  80,  80
Les créatures,"FR, SE",1966,Agnès Varda,  75,  75
Egy magyar nábob,HU,1966,Zoltán Várkonyi,  74,  74
Fügefalevél,HU,1966,Félix Máriássy,  74,  74
Zlocin v dívcí skole,"CZ, SK",1966,"Jiří Menzel, Ivo Novák, Ladislav Rychman",  68,  68
Der var engang en krig,DK,1966,Palle Kjærulff-Schmidt,  67,  67
Un film cu o fata fermecatoare,RO,1966,Lucian Bratu,  60,  60
Dracula: Prince of Darkness,GB,1966,Terence Fisher,  60,  60
Krybskytterne på Næsbygård,DK,1966,"Ib Mossin, Alice O'Fredericks",  59,  59
Hideg napok,HU,1966,András Kovács,  58,  58
Hrdina má strach,"CZ, SK",1966,Frantisek Filip,  53,  53
Reise nach Sundevit,DD,1966,Heiner Carow,  51,  51
Butaságom története,HU,1966,Márton Keleti,  49,  49
Kárpáthy Zoltán,HU,1966,Zoltán Várkonyi,  48,  48
Vrah skrývá tvár,"CZ, SK",1966,Petr Schulhoff,  47,  47
A Napló,HU,1966,György Kovásznai,  40,  40
La busca,ES,1966,Angelino Fons,  40,  40
The Russians Are Coming the Russians Are Coming,US,1966,Norman Jewison,  40,  40
Majster kat,"CZ, SK",1966,Palo Bielik,  32,  32
Thunderbirds Are GO,GB,1966,David Lane,  31,  31
Grand Prix,US,1966,John Frankenheimer,  30,  30
Öt perc gyilkosság,HU,1966,József Nepp,  27,  27
Dai-bosatsu tôge,JP,1966,Kihachi Okamoto,  27,  27
Harper,US,1966,Jack Smight,  26,  26
Platero y yo,ES,1966,Alfredo Castellón,  25,  25
Con el viento solano,ES,1966,Mario Camus,  23,  23
Smrt za oponou,"CZ, SK",1966,Antonín Kachlík,  21,  21
Faust XX,RO,1966,Ion Popescu-Gopo,  20,  20
Flám,"CZ, SK",1966,Miroslav Hubácek,  20,  20
El mago de los sueños,ES,1966,Francisco Macián,  19,  19
Les matins d'un garçon sage,RO,1966,Andrei Blaier,  17,  17
Syskonbädd 1782,SE,1966,Vilgot Sjöman,  15,  15
Duminica la ora 6,RO,1966,Lucian Pintilie,  13,  13
The Sandwich Man,GB,1966,Robert Hartford-Davis,  12,  12
Andel blazené smrti,"CZ, SK",1966,Stepán Skalský,  11,  11
Sublokator,PL,1966,Janusz Majewski,  10,  10
Gusztáv és a vadászeb,HU,1966,Attila Dargay,  8,  8
La ciudad no es para mí,ES,1966,Pedro Lazaga,  7,  7
The Jungle Book,US,1967,Wolfgang Reitherman,1 431 572,1 431 572
The Producers,US,1967,Mel Brooks, 440 831, 440 831
Ukradená vzducholoď,"CZ, SK, IT",1967,Karel Zeman, 337 380, 337 380
Playtime,"FR, IT",1967,Jacques Tati, 277 021, 277 021
Les demoiselles de Rochefort,FR,1967,"Jacques Demy, Agnès Varda", 178 963, 178 963
Bonnie and Clyde,US,1967,Arthur Penn, 177 784, 177 784
The Graduate,US,1967,Mike Nichols, 52 166, 52 166
Belle de jour,"FR, IT",1967,Luis Buñuel, 51 503, 51 503
Le samouraï,FR,1967,Jean-Pierre Melville, 34 129, 34 129
The Fearless Vampire Killers,US,1967,Roman Polanski, 32 028, 32 028
Edipo Re,IT,1967,Pier Paolo Pasolini, 24 091, 24 091
I Call First,US,1967,Martin Scorsese, 22 894, 22 894
Point Blank,US,1967,John Boorman, 21 379, 21 379
Reflections in a Golden Eye,US,1967,John Huston, 19 024, 19 024
The Honey Pot,US,1967,Joseph L. Mankiewicz, 18 972, 18 972
La mariée était en noir,FR,1967,François Truffaut, 15 048, 15 048
La Chinoise,FR,1967,Jean-Luc Godard, 13 113, 13 113
In the Heat of the Night,US,1967,Norman Jewison, 12 887, 12 887
Marketa Lazarová 2D,"CZ, SK",1967,Frantisek Vlácil, 12 523, 12 523
Midaregumo,JP,1967,Mikio Naruse, 12 196, 12 196
Mouchette,FR,1967,Robert Bresson, 11 208, 11 208
Casino Royale,GB,1967,"John Huston, Val Guest, Ken Hughes, Joseph McGrath, Robert Parrish, Richard Talmadge", 9 878, 9 878
Oscar,FR,1967,Édouard Molinaro, 8 892, 8 892
La chasse au lion à l'arc,FR,1967,Jean Rouch, 8 882, 8 882
"Hoří, má panenko","CZ, SK, IT",1967,Milos Forman, 8 697, 8 697
Le voleur,"FR, IT",1967,Louis Malle, 8 378, 8 378
Accident,GB,1967,Joseph Losey, 7 433, 7 433
Skupljaci perja,YU,1967,Aleksandar Petrovic, 6 955, 6 955
La Collectionneuse,FR,1967,Eric Rohmer, 6 931, 6 931
Titicut Follies,US,1967,Frederick Wiseman, 6 350, 6 350
Korotkie vstrechi,SU,1967,Kira Muratova, 6 279, 6 279
You Only Live Twice,GB,1967,Lewis Gilbert, 5 964, 5 964
Hugo och Josefin,SE,1967,Kjell Grede, 5 687, 5 687
Ningen Johatsu,JP,1967,Shôhei Imamura, 5 455, 5 455
Far from the Madding Crowd,GB,1967,John Schlesinger, 5 312, 5 312
In Cold Blood,US,1967,Richard Brooks, 4 897, 4 897
Le départ,BE,1967,Jerzy Skolimowski, 4 166, 4 166
Peppermint Frappé,ES,1967,Carlos Saura, 4 140, 4 140
Elvira Madigan,SE,1967,Bo Widerberg, 3 901, 3 901
Le vieil homme et l'enfant,FR,1967,Claude Berri, 3 637, 3 637
Lo straniero,"IT, FR, DZ",1967,Luchino Visconti, 3 233, 3 233
Long men kezhan,TW,1967,King Hu, 3 088, 3 088
Údolí včel,"CZ, SK",1967,Frantisek Vlácil, 3 054, 3 054
Koroshi no rakuin,JP,1967,Seijun Suzuki, 2 966, 2 966
Lo que cuesta vivir,ES,1967,Ricardo Núñez, 2 873, 2 873
Robbery,GB,1967,Peter Yates, 2 713, 2 713
Les aventuriers,"FR, IT",1967,Robert Enrico, 2 532, 2 532
Poor Cow,GB,1967,Ken Loach, 2 488, 2 488
La section Anderson,FR,1967,Pierre Schoendoerffer, 2 417, 2 417
Anna,FR,1967,Pierre Koralnik, 2 392, 2 392
Jag är nyfiken - en film i gult,SE,1967,Vilgot Sjöman, 2 366, 2 366
Devine qui vient dîner?,US,1967,Stanley Kramer, 2 301, 2 301
Agnès Varda in California,FR,1967,Agnès Varda, 2 244, 2 244
Week End,"FR, IT",1967,Jean-Luc Godard, 2 168, 2 168
Hombre,US,1967,Martin Ritt, 2 108, 2 108
The Dirty Dozen,"GB, US",1967,Robert Aldrich, 1 858, 1 858
"Chingachgook, die grosse Schlange",DD,1967,Richard Groschopp, 1 830, 1 830
La resa dei conti,"IT, ES",1967,Sergio Sollima, 1 789, 1 789
Voyna i mir III: 1812 god,SU,1967,Sergey Bondarchuk, 1 718, 1 718
Il tigre,IT,1967,Dino Risi, 1 700, 1 700
Ein heißer Sommer,DD,1967,Joachim Hasler, 1 540, 1 540
El Dorado,US,1967,Howard Hawks, 1 509, 1 509
Quatermass and the Pit,GB,1967,Roy Ward Baker, 1 504, 1 504
"Rohmer, préludes",FR,1967,Eric Rohmer, 1 282, 1 282
The Incident,US,1967,Larry Peerce, 1 249, 1 249
Privarzaniyat balon,BG,1967,Binka Zhelyazkova, 1 083, 1 083
Happy End,"CZ, SK",1967,Oldrich Lipský, 1 079, 1 079
"Skrållan, Ruskprick och Knorrhane",SE,1967,Olle Hellbom, 1 063, 1 063
Ljubavni slucaj ili tragedija sluzbenice P.T.T.,YU,1967,Dusan Makavejev,  990,  990
Komissar,SU,1967,Aleksandr Askoldov,  963,  963
David Holzman's diary,US,1967,Jim McBride,  948,  948
Volshebnaya lampa Aladdina,SU,1967,Boris Rytsarev,  935,  935
Elpojiet dzili,"LV, SU",1967,Rolands Kalnins,  910,  910
Noc nevěsty,"CZ, SK",1967,Karel Kachyňa,  879,  879
Portrait of Jason,US,1967,Shirley Clarke,  855,  855
Ich war 19,DD,1967,Konrad Wolf,  800,  800
Iyulskiy dozhd,SU,1967,Marlen Khutsiev,  779,  779
Svatba jako řemen,"CZ, SK",1967,Jirí Krejcík,  667,  667
Jaguar,FR,1967,Jean Rouch,  660,  660
Stud,"CZ, SK",1967,Ladislav Helge,  566,  566
Voyna i mir IV: Pierre Bezukhov,SU,1967,Sergey Bondarchuk,  530,  530
1 homme de trop,"FR, IT",1967, Costa-Gavras,  526,  526
Ulysses,"GB, US",1967,Joseph Strick,  518,  518
Quién sabe?,IT,1967,Damiano Damiani,  513,  513
Shlosha Yamim Veyeled,IL,1967,Uri Zohar,  489,  489
Wait Until Dark,US,1967,Terence Young,  474,  474
Konec agenta W4C prostrednictvím psa pana Foustky,"CZ, SK",1967,Václav Vorlícek,  458,  458
Soukromá vichřice,"CZ, SK",1967,Hynek Bocan,  454,  454
Doctor Dolittle,US,1967,Richard Fleischer,  436,  436
Terra em transe,BR,1967,Glauber Rocha,  393,  393
Soleil Ô,"FR, MR",1967,Med Hondo,  391,  391
I fantastici 3 $upermen,"IT, FR, DE, YU",1967,Gianfranco Parolini,  363,  363
Dita Saxová,"CZ, SK",1967,Antonín Moskalyk,  350,  350
Ta naše písnička česká,"CZ, SK",1967,Zdenek Podskalský,  349,  349
Utószezon,HU,1967,Zoltán Fábri,  307,  307
"Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika",SU,1967,Leonid Gayday,  261,  261
Makedonska krvava svadba,YU,1967,Trajce Popov,  252,  252
Anna Karenina,SU,1967,Aleksandr Zarkhi,  247,  247
Martha,DK,1967,Erik Balling,  241,  241
"To Sir, with Love",GB,1967,James Clavell,  233,  233
Barefoot in the Park,US,1967,Gene Saks,  221,  221
Per pochi dollari ancora,"ES, IT, FR",1967,Giorgio Ferroni,  215,  215
Der tapfere Schulschwänzer,DD,1967,Winfried Junge,  212,  212
Pension pro svobodné pány,"CZ, SK",1967,Jirí Krejcík,  208,  208
Mocne uderzenie,PL,1967,Jerzy Passendorfer,  205,  205
Stranger on the Run,US,1967,Don Siegel,  203,  203
Sapte baieti si o strengarita,RO,1967,Bernard Borderie,  192,  192
Un millón en la basura,ES,1967,José María Forqué,  186,  186
Zmluva s diablom,"CZ, SK",1967,Jozef Zachar,  185,  185
Reksio,PL,1967,"Marian Cholerek, Lechoslaw Marszalek, Lechoslaw Poznaski, Józef Cwiertnia, Romuald Klys, Andrzej Flettner, Ryszard Lepióra, Edward Wator, Halina Filek",  150,  150
Hurry Sundown,US,1967,Otto Preminger,  149,  149
The Taming of the Shrew,"IT, US",1967,Franco Zeffirelli,  135,  135
Kristove roky,"CZ, SK",1967,Juraj Jakubisko,  133,  133
Ti ho sposato per allegria,IT,1967,Luciano Salce,  126,  126
Deadlier Than the Male,GB,1967,Ralph Thomas,  115,  115
Assassination,IT,1967,Emilio Miraglia,  108,  108
El amor brujo,ES,1967,Francisco Rovira Beleta,  102,  102
Tri dcéry,"CZ, SK",1967,Štefan Uher,  99,  99
Beyond the Mountains,"ES, US",1967,Alexander Ramati,  96,  96
The War Wagon,US,1967,Burt Kennedy,  91,  91
Las Pirañas,"AR, ES",1967,Luis García Berlanga,  88,  88
Mig og min lillebror,DK,1967,Lau Lauritzen,  76,  76
Kocky neberem,"CZ, SK",1967,Josef Pinkava,  70,  70
Woman Times Seven,"IT, FR, US",1967,Vittorio De Sica,  66,  66
Konec srpna v Hotelu Ozon,"CZ, SK",1967,Jan Schmidt,  66,  66
"Csillagosok, katonák","HU, SU",1967,Miklós Jancsó,  66,  66
