,original title,producing country,production year,directors,visitors
8503,Star Trek: Insurrection,US,1998,Jonathan Frakes,5367318
8504,A Perfect Murder,US,1998,Andrew Davis,5325995
8505,The Thin Red Line,US,1998,Terrence Malick,5070098
8506,Ronin,US,1998,John Frankenheimer,4957641
8507,I Still Know What You Did Last Summer,US,1998,Danny Cannon,4941225
8508,Babe: Pig in the City,"AU, US",1998,George Miller,4728253
8509,Mercury Rising,US,1998,Harold Becker,4374808
8510,Wild Things,US,1998,John McNaughton,4297236
8511,Out of Sight,US,1998,Steven Soderbergh,4158202
8512,Snake Eyes,US,1998,Brian De Palma,4027684
8513,Così è la vita,IT,1998,"Giacomo Poretti, Aldo Baglio,  Giovanni, Massimo Venier",3981923
8514,The Wedding Singer,US,1998,Frank Coraci,3918503
8515,The Big Lebowski,"US, GB",1998,"Joel Coen, Ethan Coen",3880092
8516,Urban Legend,US,1998,Jamie Blanks,3873597
8517,Patch Adams,US,1998,Tom Shadyac,3857934
8518,"Lock, Stock and Two Smoking Barrels",GB,1998,Guy Ritchie,3849175
8519,Sphere,US,1998,Barry Levinson,3809547
8520,The Avengers,US,1998,Jeremiah S. Chechik,3590163
8521,Elisabeth I,GB,1998,Shekhar Kapur,3569152
8522,Practical Magic,US,1998,Griffin Dunne,3489861
8523,Small Soldiers,US,1998,"Joe Dante, Scott Langteau",3442576
8524,U.S. Marshals,US,1998,Stuart Baird,3224567
8525,Waking Ned,"GB, IE, FR, US",1998,Kirk Jones,3072606
8526,What Dreams May Come,US,1998,Vincent Ward,3068692
8527,Lola rennt,DE,1998,Tom Tykwer,3063799
8528,Mighty Joe Young,US,1998,Ron Underwood,2940478
8529,"Torrente, el brazo tonto de la ley",ES,1998,Santiago Segura,2878711
8530,Quest For Camelot,US,1998,Frederik Du Chau,2786537
8531,Sonnenallee,DE,1998,Leander Haußmann,2719043
8532,Halloween H20: 20 Years Later,US,1998,Steve Miner,2703856
8533,Vampires,US,1998,John Carpenter,2690621
8534,The Parent Trap,US,1998,Nancy Meyers,2679993
8535,Ever After,US,1998,Andy Tennant,2657590
8536,Celebrity,US,1998,Woody Allen,2591000
8537,La Niña de tus ojos,ES,1998,Fernando Trueba,2552515
8538,Festen,DK,1998,Thomas Vinterberg,2526151
8539,Little Voice,GB,1998,Mark Herman,2501545
8540,"Crna mačka, beli mačor","FR, DE, YU",1998,Emir Kusturica,2494989
8541,Great Expectations,US,1998,Alfonso Cuarón,2492435
8542,The Negotiator,US,1998,F. Gary Gray,2481994
8543,Kirikou et la sorcière,"FR, BE, LU",1998,"Michel Ocelot, Raymond Burlet",2264944
8544,Wrongfully Accused,"US, DE",1998,Pat Proft,2239744
8545,La vie rêvée des anges,FR,1998,Erick Zonca,2230264
8546,Central do Brasil,"BR, FR",1998,Walter Salles,2218086
8547,The Waterboy,US,1998,Frank Coraci,2161081
8548,Fucking Åmål,SE,1998,Lukas Moodysson,2126828
8549,Very Bad Things,US,1998,Peter Berg,2120260
8550,La Gabbianella e il gatto,IT,1998,Enzo D'Alò,2094760
8551,American History X,US,1998,Tony Kaye,2059770
8552,Arlington Road,US,1998,Mark Pellington,2030466
8553,Pünktchen Und Anton,DE,1998,Caroline Link,2017677
8554,Blues Brothers 2000,US,1998,John Landis,2009135
8555,The Object of My Affection,US,1998,Nicholas Hytner,1863068
8556,My Name Is Joe,"GB, DE, ES, FR",1998,Ken Loach,1834629
8557,Hope Floats,US,1998,Forest Whitaker,1810201
8558,Virus,"US, GB, JP, DE, FR",1998,John Bruno,1719742
8559,Jane Austen's Mafia!,US,1998,Jim Abrahams,1660444
8560,Gallo Cedrone,IT,1998,Carlo Verdone,1625081
8561,Holy Man,US,1998,Stephen Herek,1619530
8562,Paparazzi,IT,1998,Neri Parenti,1604573
8563,A Civil Action,US,1998,Steven Zaillian,1537098
8564,Sibirskij tsiryulnik,"RU, FR, IT, CZ",1998,Nikita Mikhalkov,1485657
8565,Bride of Chucky,US,1998,Ronny Yu,1460051
8566,Das Merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit,DE,1998,Marc Rothemund,1399729
8567,Propaganda,TR,1998,Sinan Cetin,1330905
8568,Her Sey Cok Guzel Olacak,TR,1998,Ömer Vargi,1311271
8569,Species II,US,1998,Peter Medak,1306359
8570,1 chance sur 2,FR,1998,Patrice Leconte,1295620
8571,Fallen,US,1998,Gregory Hoblit,1282215
8572,Place Vendôme,"FR, CH, BE",1998,Nicole Garcia,1243667
8573,"Fear, and Loathing in Las Vegas",US,1998,Terry Gilliam,1239780
8574,Les Misérables,US,1998,Bille August,1233662
8575,Train de vie,"FR, BE, NL",1998,Radu Mihaileanu,1218186
8576,Desperate Measures,US,1998,Barbet Schroeder,1194818
8577,Dark City,AU,1998,Alex Proyas,1156523
8578,Primary Colors,US,1998,Mike Nichols,1135429
8579,Deep Rising,US,1998,Stephen Sommers,1122959
8580,Hard Rain,US,1998,Mikael Salomon,1119310
8581,Psycho,US,1998,Gus Van Sant,1114156
8582,La leggenda del pianista sull'oceano,IT,1998,Giuseppe Tornatore,1104007
8583,El Milagro de P. Tinto,ES,1998,Javier Fesser,1087133
8584,Il mio West,IT,1998,Giovanni Veronesi,1087064
8585,Conte d'automne,FR,1998,Eric Rohmer,1053606
8586,Los amantes del círculo polar,ES,1998,Julio Medem,1008236
8587,Playing by Heart,US,1998,Willard Carroll,1004681
8588,Paparazzi,FR,1998,Alain Berberian,994869
8589,54,US,1998,Mark Christopher,993362
8590,Up 'n' Under,GB,1998,John Godber,991392
8591,El Abuelo,ES,1998,José Luis Garci,988371
8592,Knock Off,US,1998,Hark Tsui,963172
8593,Au coeur du mensonge,FR,1998,Claude Chabrol,933602
8594,"Dangerous Beauty (The Honest Courtesan, A Destiny of Her Own, Venice)",US,1998,Marshall Herskovitz,929520
8595,Aprile,"IT, FR",1998,Nanni Moretti,920286
8596,Abeltje,NL,1998,Ben Sombogaart,901573
8597,Bin ich schön?,DE,1998,Doris Dörrie,890264
8598,Idioterne,DK,1998,Lars von Trier,880086
8599,Olsen-bandens sidste stik,DK,1998,"Tom Hedegaard, Morten Arnfred",869401
8600,Rounders,US,1998,John Dahl,857317
8601,Tale of the Mummy,US,1998,Russell Mulcahy,851342
8602,Agir Roman,"TR, FR, HU",1998,Mustafa Altioklar,850000
8603,Restons groupés,FR,1998,Jean-Paul Salomé,847784
8604,The Gingerbread Man,US,1998,Robert Altman,817055
8605,Cha-cha-chá,ES,1998,Antonio del Real,780192
8606,Der Eisbär,DE,1998,"Granz Henman, Til Schweiger",766322
8607,Barrio,"ES, FR, PT",1998,Fernando León de Aranoa,758771
8608,"Solan, Ludvig og Gurin med Reverompa",NO,1998,"John M. Jacobsen, Nille Tystad",757197
8609,Nightwatch,US,1998,Ole Bornedal,755241
8610,Gadjo Dilo,"FR, RO",1998,Tony Gatlif,754157
8611,Under solen,SE,1998,Colin Nutley,739173
8612,The Opposite of Sex,US,1998,Don Roos,730251
8613,Der Campus,DE,1998,Sönke Wortmann,728954
8614,Cumhuriyet,TR,1998,Ozkan Oguz,726000
8615,The Replacement Killers,US,1998,Antoine Fuqua,716269
8616,Twilight,US,1998,Robert Benton,715470
8617,Pleasantville,US,1998,Gary Ross,709480
8618,Happiness,US,1998,Todd Solondz,709237
8619,Il Signor Quindicipalle,IT,1998,Francesco Nuti,706860
8620,L'amico del cuore,IT,1998,Vincenzo Salemme,703283
8621,23,DE,1998,Hans-Christian Schmid,701787
8622,Hanuman,"FR, IN",1998,Fred Fougea,695642
8623,Hideous Kinky,"GB, FR",1998,"Gillies MacKinnon, Gilles MacKinnon",686309
8624,"Martha, Meet Frank, Daniel and Laurence",GB,1998,Nick Hamm,666543
8625,Madeline,US,1998,Daisy von Scherler Mayer,662493
8626,Hinterholz 8,AT,1998,Harald Sicheritz,658463
8627,Jack Frost,US,1998,Troy Miller,654053
8628,Alice et Martin,FR,1998,André Téchiné,651709
8629,Lautrec,"FR, ES",1998,Roger Planchon,650948
8630,The General,"IE, GB",1998,John Boorman,631137
8631,Mookie,FR,1998,Hervé Palud,629122
8632,Radiofreccia,IT,1998,Luciano Ligabue,622965
8633,Velvet Goldmine,GB,1998,Todd Haynes,615951
8634,Mysteries of Egypt,US,1998,Bruce Neibaur,610734
8635,Ceux qui m'aiment prendront le train,FR,1998,Patrice Chéreau,610052
8636,Tango,"AR, ES",1998,Carlos Saura,599263
8637,The Mighty,US,1998,Peter Chelsom,579783
8638,L'homme est une femme comme les autres,FR,1998,Jean-Jacques Zilbermann,577576
8639,Paulie,US,1998,John Roberts,567737
8640,Everest,US,1998,"David Breashears, Stephen Judson, Greg MacGillivray",567560
8641,Dancing at Lughnasa,"IE, GB, US",1998,Pat O'Connor,542557
8642,A Simple Plan,"GB, FR, DE, JP",1998,Sam Raimi,539402
8643,Hamilton,"SE, NO",1998,Harald Zwart,528779
8644,Il testimone dello Sposo,IT,1998,Pupi Avati,517359
8645,Hilary and Jackie,GB,1998,Anand Tucker,513325
8646,Barney's Great Adventure,US,1998,Steve Gomer,509466
8647,Un grand cri d'amour,FR,1998,Josiane Balasko,500370
8648,A vendre,FR,1998,Laetitia Masson,496702
8649,Legionnaire,US,1998,Peter MacDonald,481684
8650,The Land Girls,"GB, FR",1998,David Leland,481413
8651,Los años bárbaros,"ES, FR",1998,Fernando Colomo,480246
8652,Dieu seul me voit,FR,1998,Bruno Podalydès,466010
8653,Mia aioniotita kai mia mera,"GR, FR, DE, IT",1998,Theodoros Angelopoulos,451549
8654,Solo für Klarinette,DE,1998,Nico Hofmann,449152
8655,Kuch Kuch Hota Hai,IN,1998,Karan Johar,435083
8656,Matrimoni,"IT, FR",1998,Cristina Comencini,419790
8657,Living Out Loud,US,1998,Richard LaGravenese,416445
8658,Judas Kiss,US,1998,Sebastian Gutierrez,407869
8659,Demony wojny wedlug Goi,PL,1998,Wladyslaw Pasikowski,403436
8660,Buffalo '66,US,1998,Vincent Gallo,399048
8661,The Big Hit,US,1998,Kirk Wong,394753
8662,Besieged,"IT, GB",1998,Bernardo Bertolucci,394216
8663,Le poulpe,FR,1998,Guillaume Nicloux,385664
8664,L'ennui,FR,1998,Cédric Kahn,380479
8665,Poika ja ilves,"FI, LU, DK",1998,"Raimo O. Niemi, Ville Suhonen",380264
8666,Liebe Deine Nächste!,DE,1998,Detlev Buck,380116
8667,The Patriot,US,1998,Dean Semler,379602
8668,La parola amore esiste,"IT, FR",1998,Mimmo Calopresti,375669
8669,Star Wars: Episode I - The Phantom Menace,US,1999,George Lucas,48128224
8670,The Sixth Sense,US,1999,M. Night Shyamalan,37124798
8671,Tarzan,US,1999,"Chris Buck, Kevin Lima",31719402
8672,Notting Hill,"GBinc, US",1999,Roger Michell,29717428
8673,The World Is Not Enough,"GBinc, US",1999,Michael Apted,26666243
8674,American Beauty,US,1999,Sam Mendes,26319197
8675,Toy Story 2,US,1999,"Ash Brannon, John Lasseter, Lee Unkrich",26048144
8676,The Matrix,"US, AU",1999,"Lilly Wachowski, Lana Wachowski",25073332
8677,The Mummy,US,1999,Stephen Sommers,23552911
8678,Astérix & Obélix contre César,"FR, DE, IT",1999,Claude Zidi,21650718
8679,Runaway Bride,US,1999,Garry Marshall,19595890
8680,American Pie,US,1999,"Paul Weitz, Chris Weitz",18613943
8681,Stuart Little,US,1999,Rob Minkoff,14575126
8682,Entrapment,US,1999,Jon Amiel,12002329
8683,The Blair Witch Project,US,1999,"Daniel Myrick, Eduardo Sánchez",11402518
8684,Austin Powers: The Spy Who Shagged Me,US,1999,Jay Roach,11109528
8685,Wild Wild West,US,1999,Barry Sonnenfeld,11029443
8686,Sleepy Hollow,US,1999,Tim Burton,10534613
8687,The Green Mile,US,1999,Frank Darabont,10134900
8688,End of Days,US,1999,Peter Hyams,9612496
8689,The Haunting,US,1999,Jan de Bont,9149988
8690,Eyes Wide Shut,"US, GB",1999,Stanley Kubrick,9045812
8691,Deep Blue Sea,US,1999,Renny Harlin,8266746
8692,Todo sobre mi madre,"ES, FR",1999,Pedro Almodóvar,8090443
8693,Inspector Gadget,US,1999,David Kellogg,7412822
8694,The Bone Collector,US,1999,Phillip Noyce,7347177
8695,Message in a Bottle,US,1999,Luis Mandoki,7201351
8696,Ogniem i mieczem,PL,1999,Jerzy Hoffman,7196368
8697,Payback,US,1999,Brian Helgeland,6965958
8698,Cruel Intentions,US,1999,Roger Kumble,6768706
8699,Analyze This,US,1999,Harold Ramis,6593662
8700,Fight Club,US,1999,David Fincher,6399394
8701,Anna and the King,US,1999,Andy Tennant,6334095
8702,She's All That,US,1999,Robert Iscove,6198076
8703,Big Daddy,US,1999,Dennis Dugan,5906370
8704,"South Park: Bigger, Longer & Uncut",US,1999,Trey Parker,5855122
8705,Three Kings,US,1999,David O. Russell,5716964
8706,The Thomas Crown Affair,US,1999,John McTiernan,5691841
8707,Pan Tadeusz,"PL, FR",1999,Andrzej Wajda,5591038
8708,Blue Streak,US,1999,Les Mayfield,5494985
8709,Jeanne d'Arc,FR,1999,Luc Besson,5432631
8710,The Talented Mr. Ripley,US,1999,Anthony Minghella,5363619
8711,La neuvième porte,"FR, ES",1999,Roman Polanski,5046816
8712,Double Jeopardy,US,1999,Bruce Beresford,4949185
8713,The Cider House Rules,US,1999,Lasse Hallström,4613233
8714,8MM,US,1999,Joel Schumacher,4604814
8715,The 13th Warrior,US,1999,"Michael Crichton, John McTiernan",4471173
8716,Stigmata,US,1999,Rupert Wainwright,4172127
8717,Random Hearts,US,1999,Sydney Pollack,4170611
8718,East is East,GB,1999,Damien O'Donnell,4118930
8719,Himalaya - l'enfance d'un chef,"FR, GB, CH, NP",1999,"Eric Valli, Michel Debats",4027335
8720,Mickey Blue Eyes,"US, GB",1999,"Kelly Makin, Carl Gottlieb",3881355
8721,House on Haunted Hill,US,1999,William Malone,3818209
8722,Forces of Nature,US,1999,Bronwen Hughes,3805916
8723,Three to Tango,US,1999,Damon Santostefano,3668086
8724,The General's Daughter,US,1999,Simon West,3555263
8725,The Story of Us,US,1999,Rob Reiner,3336444
8726,Bowfinger,US,1999,Frank Oz,3181162
8727,Buena Vista Social Club,"DE, US, GB, FR, CU",1999,Wim Wenders,3178489
8728,Instinct,US,1999,Jon Turteltaub,3175653
8729,Angela's Ashes,"GBinc, US, IE",1999,Alan Parker,3158971
8730,Werner - Volles Rooäää!!!,DE,1999,Gerhard Hahn,2999601
8731,Any Given Sunday,US,1999,Oliver Stone,2807463
8732,Never Been Kissed,US,1999,Raja Gosnell,2794424
8733,Stir of Echoes,US,1999,David Koepp,2648636
8734,Being John Malkovich,US,1999,Spike Jonze,2584976
8735,The Insider,US,1999,Michael Mann,2545633
8736,10 Things I Hate About You,US,1999,Gil Junger,2537429
8737,Les enfants du marais,FR,1999,Jean Becker,2476605
8738,Galaxy Quest,US,1999,Dean Parisot,2476165
8739,Bringing Out the Dead,US,1999,Martin Scorsese,2421926
8740,Magnolia,US,1999,Paul Thomas Anderson,2413598
8741,Deuce Bigalow: Male Gigolo,US,1999,Mike Mitchell,2355013
8742,True Crime,US,1999,Clint Eastwood,2342908
8743,An Ideal Husband,GB,1999,Oliver Parker,2058250
8744,The Straight Story,US,1999,David Lynch,2035903
8745,A Midsummer Night's Dream,"US, IT, DE",1999,Michael Hoffman,1924359
8746,Fantasia 2000,US,1999,"James Algar, Gaëtan Brizzi, Paul Brizzi, Hendel Butoy, Francis Glebas, Eric Goldberg, Don Hahn, Maurice Hunt",1914503
8747,Dogma,US,1999,Kevin Smith,1834365
8748,"Girl, Interrupted",US,1999,James Mangold,1813553
8749,Pettson & Findus - Katten och Gubbens år,"SE, DE",1999,Albert Hanan Kaminski,1763356
8750,Quasimodo d'El Paris,FR,1999,Patrick Timsit,1739099
8751,Sweet and Lowdown,US,1999,Woody Allen,1711440
8752,La bûche,FR,1999,Danièle Thompson,1705178
8753,The Bachelor,US,1999,Gary Sinyor,1686799
8754,Resurrection,US,1999,Russell Mulcahy,1671033
8755,Muertos de risa,ES,1999,Álex de la Iglesia,1668756
8756,The Iron Giant,US,1999,Brad Bird,1661339
8757,Lake Placid,US,1999,Steve Miner,1628274
8758,The Hurricane,US,1999,Norman Jewison,1627949
8759,La lengua de las mariposas,ES,1999,José Luis Cuerda,1623303
8760,The End of the Affair,"US, GB",1999,Neil Jordan,1558750
8761,Teaching Mrs. Tingle,US,1999,Kevin Williamson,1516242
8762,Ghost Dog: The Way of the Samurai,"US, DE, FR",1999,Jim Jarmusch,1513654
8763,Ca commence aujourd'hui,FR,1999,Bertrand Tavernier,1505774
8764,My Favorite Martian,US,1999,Donald Petrie,1491816
8765,Vénus Beauté (Institut),FR,1999,Tonie Marshall,1477052
8766,Blast from the Past,US,1999,Hugh Wilson,1466158
8767,eXistenZ,"CA, GB",1999,David Cronenberg,1448999
8768,Käpt'n Blaubär - Der Film,DE,1999,Hayo Freitag,1430114
8769,Nadie conoce a nadie,"ES, FR",1999,Mateo Gil,1411451
8770,Belle maman,FR,1999,Gabriel Aghion,1407380
8771,Man on the Moon,"US, GB, DE, JP",1999,Milos Forman,1386689
8772,Aimée & Jaguar,DE,1999,Max Färberböck,1376568
8773,EDtv,US,1999,Ron Howard,1351213
8774,Bicentennial Man,US,1999,Chris Columbus,1292509
8775,"Le ciel, les oiseaux et... ta mère !",FR,1999,Djamel Bensalah,1286171
8776,Rosetta,"BE, FR",1999,"Jean-Pierre Dardenne, Luc Dardenne",1239895
8777,Go,US,1999,Doug Liman,1228364
8778,The Virgin Suicides,US,1999,Sofia Coppola,1204543
8779,Kilerów 2-óch,PL,1999,Juliusz Machulski,1189800
8780,Solas,ES,1999,Benito Zambrano,1170230
8781,Kruimeltje,"NL, BE",1999,Maria Peters,1152185
8782,Crazy in Alabama,US,1999,Antonio Banderas,1128985
8783,Pelísky,CZ,1999,Jan Hrebejk,1124771
8784,Sobreviviré,ES,1999,"Alfonso Albacete, David Menkes",1076640
8785,La fille sur le pont,FR,1999,Patrice Leconte,1058575
8786,Mifunes sidste Sang,"DK, SE",1999,Søren Kragh-Jacobsen,1045451
8787,Un Te' con Mussolini,"IT, GB",1999,Franco Zeffirelli,1033525
8788,Entre las piernas,"ES, FR",1999,Manuel Gómez Pereira,1033204
8789,The King and I,US,1999,Richard Rich,1022414
8790,Cookie's Fortune,US,1999,Robert Altman,1016953
8791,Pippi i Söderhavet,"SE, DE",1999,Paul Riley,995453
8792,Il Pesce Innamorato,IT,1999,Leonardo Pieraccioni,991336
8793,This Year's Love,GB,1999,David Kane,987480
8794,Holy Smoke,"US, AU",1999,Jane Campion,982834
8795,Boys Don't Cry,US,1999,Kimberly Peirce,976538
8796,Plunkett & Macleane,GB,1999,Jake Scott,973439
8797,Safe Sex,GR,1999,"Thanasis Papathanasiou, Michalis Reppas",955802
8798,Den eneste Ene,DK,1999,Susanne Bier,947972
8799,Le derrière,FR,1999,Valérie Lemercier,938900
8800,La Fame E La Sete,IT,1999,Antonio Albanese,935883
8801,Universal Soldier: The Return,US,1999,Mic Rodgers,934555
8802,Life,US,1999,Ted Demme,914374
8803,Romance,FR,1999,Catherine Breillat,914326
8804,Tifosi,IT,1999,Neri Parenti,898804
8805,Hälsoresan - En smal film av stor vikt,SE,1999,Lasse Åberg,896354
8806,Late Show,DE,1999,Helmut Dietl,871023
8807,Une liaison pornographique,"BE, FR, LU, CH",1999,Frédéric Fonteyne,868834
8808,Ma petite entreprise,FR,1999,Pierre Jolivet,864768
8809,El arte de morir,ES,1999,Álvaro Fernández Armero,838167
8810,The Deep End of the Ocean,US,1999,Ulu Grosbard,836715
8811,At First Sight,US,1999,Irwin Winkler,826081
8812,Vacanze Di Natale 2000,IT,1999,Carlo Vanzina,811762
8813,Princes et princesses,FR,1999,Michel Ocelot,804895
8814,"Mon père, ma mère, mes frères et mes soeurs","FR, ES",1999,Charlotte de Turckheim,804757
8815,Amore a prima vista,IT,1999,Vincenzo Salemme,746873
8816,Beowulf,"US, GB",1999,Graham Baker,746114
8817,The Astronaut's Wife,US,1999,Rand Ravich,728035
8818,Human Traffic,"GB, IE",1999,Justin Kerrigan,709405
8819,Muppets From Space,US,1999,Tim Hill,709292
8820,Est - Ouest,"FR, BG, ES, RU",1999,Régis Wargnier,698488
8821,Manolito Gafotas,ES,1999,Miguel Albaladejo,696467
8822,Bagnomaria,IT,1999,Giorgio Panariello,691721
8823,Les enfants du siècle,FR,1999,Diane Kurys,670381
8824,C'est pas ma faute,FR,1999,Jacques Monnet,644604
8825,Segunda piel,ES,1999,Gerardo Vera,632272
8826,Peut-être,FR,1999,Cédric Klapisch,629158
8827,Rien sur Robert,FR,1999,Pascal Bonitzer,626424
8828,Flawless,US,1999,Joel Schumacher,623349
8829,Lucignolo,IT,1999,Massimo Ceccherini,619216
8830,Lista de espera,"ES, CU, FR, MX",1999,Juan Carlos Tabío,617912
8831,Kikujiro no natsu,JP,1999,Takeshi Kitano,610882
8832,Kennedy et moi,FR,1999,Sam Karmann,604716
8833,Le fils du Français,FR,1999,Gérard Lauzier,603676
8834,"El mismo amor, la misma lluvia",AR,1999,Juan José Campanella,597145
8835,Le temps retrouvé,"FR, IT",1999,Raúl Ruiz,593429
8836,Felicia's Journey,"GB, CA",1999,Atom Egoyan,583981
8837,Luna Papa,"DE, FR, CH",1999,Bakhtyar Khudojnazarov,583868
8838,Drop Dead Gorgeous,US,1999,Michael Patrick Jann,580629
8839,Le château des singes,"FR, DE, GB, HU",1999,Jean-François Laguionie,576418
8840,"Tsatsiki, morsan och polisen","SE, DK, NO",1999,Ella Lemhagen,575606
8841,Manuelita,AR,1999,Manuel García Ferré,564065
8842,Just the Ticket,"US, FR",1999,Richard Wenk,553587
8843,Chlopaki nie placza,PL,1999,Olaf Lubaszenko,549108
8844,Doug's 1st Movie,US,1999,Maurice Joyce,547083
8845,Return To Me,US,1999,Bonnie Hunt,546809
8846,Une affaire de goût,FR,1999,Bernard Rapp,538593
8847,Body Shots,US,1999,Michael Cristofer,537065
8848,De Kabouterschat,BE,1999,Bart van Leemputten,532969
8849,In Dreams,US,1999,Neil Jordan,527754
8850,Tomten är far till alla barnen,SE,1999,Kjell Sundvall,525883
8851,Tobias Totz und sein Löwe,"DE, BE",1999,"Thilo Rothkirch, Piet de Rycker",523588
8852,Bang Boom Bang - Ein todsicheres Ding,DE,1999,Peter Thorwarth,523164
8853,Kærlighed ved første hik,DK,1999,Tomas Villum Jensen,522483
8854,Baby Geniuses,US,1999,Bob Clark,511054
8855,Los sin nombre,ES,1999,Jaume Balagueró,510673
8856,Sunshine,"HU, DE, AT, CA",1999,István Szabó,509965
8857,For Love of the Game,US,1999,Sam Raimi,505925
8858,Sofies Verden,"NO, SE, FI, IS",1999,Erik Gustavson,499782
8859,Guest House Paradiso,GB,1999,Adrian Edmondson,495531
8860,Play It to the Bone,US,1999,Ron Shelton,494221
8861,La dilettante,FR,1999,Pascal Thomas,493978
8862,Mauvaises fréquentations,FR,1999,Jean-Pierre Améris,492896
8863,Kadosh,"IL, FR",1999,Amos Gitai,491775
8864,Une pour toutes,FR,1999,Claude Lelouch,478532
8865,Wing Commander,US,1999,Chris Roberts,474547
8866,The Limey,US,1999,Steven Soderbergh,467678
8867,La nouvelle Eve,FR,1999,Catherine Corsini,458874
8868,The Corruptor,US,1999,James Foley,458715
8869,Gladiator,"US, GB",2000,Ridley Scott,32521176
8870,Mission: Impossible II,US,2000,John Woo,25761546
8871,What Women Want,US,2000,Nancy Meyers,25525249
8872,Cast Away,US,2000,Robert Zemeckis,20758711
8873,Dinosaur,US,2000,"Eric Leighton, Ralph Zondag",18836524
8874,Meet The Parents,US,2000,Jay Roach,17394684
8875,Scary Movie,US,2000,Keenen Ivory Wayans,17349637
